"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","contrast","log.sca.pval"
"WP_011132983.1...2024",0.850194295247394,0.441616217295328,3.30527451364744,0.00690699885332429,0.0152726185825059,-3.16131062386437,"WP_011132983.1",22,3.48023514872446,0.00419825497733039,0.00996385847953078,"P3 - P1",2.37693118845852
"WP_011133169.1...2025",-0.795481363932289,2.19389184315999,-3.43964316561641,0.00543747534826987,0.0125697482076888,-2.91934612615179,"WP_011133169.1",16,-3.47625633676005,0.00423005536295952,0.0100226270163966,"P3 - P1",2.3736539485421
"WP_011132412.1...2026",-1.44515673319499,-0.803558667500814,-3.33377627152943,0.00656461787716415,0.014652062471915,-3.10997291231839,"WP_011132412.1",13,-3.46871392707443,0.00429100893485059,0.0101501606698127,"P3 - P1",2.3674405811671
"WP_011133112.1...2027",0.632373174031573,4.32886600494385,3.10115739893829,0.00995304507944487,0.0209043306683326,-3.52872143184722,"WP_011133112.1",120,3.46728884926416,0.00430262517535513,0.0101607599497607,"P3 - P1",2.36626648598002
"WP_011131958.1...2028",0.695065180460611,3.0847160021464,3.16296777544729,0.00890885950720252,0.0190770164485058,-3.41755369187263,"WP_011131958.1",39,3.46331281724488,0.004335203693199,0.0102207451309857,"P3 - P1",2.36299049201613
"WP_011132515.1...2029",-1.00920295715332,-1.43976593017578,-3.39650148545544,0.00587078572894328,0.0133479694633123,-2.99700989111028,"WP_011132515.1",14,-3.46107143563436,0.00435367895402006,0.010247336909958,"P3 - P1",2.36114359955726
"WP_011131823.1...2030",0.856830596923829,0.6224684715271,4.05090499282765,0.00186798158958949,0.0052988163019431,-1.82806046237756,"WP_011131823.1",7,3.45990795345768,0.0043633007206759,0.0102530366769678,"P3 - P1",2.36018485420789
"WP_011132766.1...2031",2.93143526713053,-2.55442508061727,3.49852466153692,0.00489830870600508,0.0115409142609592,-2.81341317427285,"WP_011132766.1",1,3.4550594986074,0.0044036288546026,0.010330753688557,"P3 - P1",2.35618929124216
"WP_011131892.1...2032",-0.769095738728842,-1.01659901936849,-4.70495023839082,0.000624773827542136,0.00220763754446651,-0.696634121633802,"WP_011131892.1",6,-3.45054538129575,0.00444151525867243,0.0104024962637328,"P3 - P1",2.35246884154875
"WP_036930302.1...2033",-1.55687840779623,3.19797007242839,-3.32361772229345,0.00668461922253764,0.0148703768957773,-3.12827038371582,"WP_036930302.1",11,-3.44547038888832,0.00448450319714218,0.0104859319420861,"P3 - P1",2.34828566202689
"WP_036930584.1...2034",-0.915220896403,1.15021944046021,-3.35148570546608,0.00636064593212458,0.0142414462379645,-3.07807610286074,"WP_036930584.1",16,-3.43852664704345,0.00454400360084382,0.0106059929947628,"P3 - P1",2.34256133314519
"WP_011132761.1...2035",1.71174812316895,-4.45866854985555,4.23222659979072,0.00137126344184194,0.00423550530946272,-1.50977576175161,"WP_011132761.1",1,3.43774566216048,0.00455074558974722,0.0106059929947628,"P3 - P1",2.34191744312629
"WP_011133232.1...2036",-1.27072779337565,-2.39034827550252,-3.78726296802266,0.00294799107016861,0.00774527543158689,-2.29593798051452,"WP_011133232.1",4,-3.4341971588079,0.00458150636863281,0.0106602370407404,"P3 - P1",2.33899170539709
"WP_011132061.1...2037",0.772876739501952,-1.44074360529582,3.40210205838142,0.00581259669778774,0.0132434203162396,-2.98692593129076,"WP_011132061.1",16,3.4317805841864,0.00460257517549833,0.0106917896409619,"P3 - P1",2.33699910927968
"WP_011132444.1...2038",1.76965268452962,-0.312644958496093,3.41243949541005,0.00570673579894466,0.0130859770977411,-2.96831443109378,"WP_011132444.1",5,3.42447569637528,0.00466686039719299,0.0108234677615681,"P3 - P1",2.33097519025167
"WP_011131681.1...2039",-0.923765182495115,0.671953678131103,-3.24065759280405,0.00775216361358413,0.0169209167838684,-3.27769282574941,"WP_011131681.1",22,-3.42122937114392,0.00469571979852962,0.0108726910457011,"P3 - P1",2.32829782606689
"WP_011131817.1...2040",0.817224502563476,0.984350363413492,3.27844257221419,0.00724594229997719,0.0159231818443943,-3.20964061035318,"WP_011131817.1",20,3.41999901233552,0.0047067046315337,0.0108804340832857,"P3 - P1",2.32728305491625
"WP_036930592.1...2041",-0.927828470865888,1.42188199361165,-3.18121883726158,0.00862228020433144,0.0185750786852768,-3.38470790225103,"WP_036930592.1",28,-3.40328093204424,0.00485856740515641,0.0112132900890482,"P3 - P1",2.31349176772381
"WP_011131954.1...2042",-2.56779607137044,-3.92980209986369,-3.52185256380897,0.00470014506008456,0.0111736336653763,-2.77147102530684,"WP_011131954.1",1,-3.39980127315016,0.00489079334982881,0.011269400857858,"P3 - P1",2.3106206869896
"WP_011133222.1...2043",-0.958948771158854,-1.16845305760701,-3.31977617244931,0.00673057946492874,0.0149122294875358,-3.13518983071216,"WP_011133222.1",15,-3.39817990153619,0.00490588294892614,0.0112859084317784,"P3 - P1",2.30928281798082
"WP_011133227.1...2044",-0.765804926554363,1.72052939732869,-3.15758743744524,0.00899517014610078,0.0192329163484197,-3.4272349215007,"WP_011133227.1",30,-3.39522143350639,0.00493353783264543,0.0113137872599114,"P3 - P1",2.30684153707834
"WP_225866756.1...2045",1.81185404459635,-4.10914357503255,3.62310631018094,0.0039309244006173,0.0096510971491018,-2.5896522404911,"WP_225866756.1",2,3.39518367805141,0.0049338917755653,0.0113137872599114,"P3 - P1",2.30681038094889
"WP_011132342.1...2046",0.692026774088541,1.36388349533081,3.05970334576555,0.0107218564183306,0.0223542072323612,-3.603200009258,"WP_011132342.1",58,3.38796798125799,0.00500200934468952,0.0114515455093856,"P3 - P1",2.30085550126139
"WP_011133000.1...2047",1.15391413370768,-2.33915138244629,4.14694027765368,0.00158507942027396,0.00470240228014607,-1.65908937886601,"WP_011133000.1",3,3.38413054704172,0.00503862164183218,0.011516849467045,"P3 - P1",2.29768825228797
"WP_011131708.1...2048",-0.517035802205408,0.835155010223389,-3.11919172377186,0.0096361954905337,0.0203892160156315,-3.49629896030735,"WP_011131708.1",30,-3.37957246419907,0.00508246140234891,0.0115860065288404,"P3 - P1",2.29392591083268
"WP_011133198.1...2049",-0.766832987467448,1.11194197336833,-3.17275450031068,0.00875400741218966,0.0188019706711283,-3.39994185569999,"WP_011133198.1",26,-3.37929418555389,0.00508515033744749,0.0115860065288404,"P3 - P1",2.293696203064
"WP_011133189.1...2050",0.974164326985677,-1.10227219263713,3.40452776722608,0.00578757723841083,0.0132075480568863,-2.9825585356858,"WP_011133189.1",11,3.36854479280303,0.00519012589070551,0.0118062927609659,"P3 - P1",2.28482210785951
"WP_011132608.1...2051",-1.08377011617025,-0.395325024922689,-5.19152522746205,0.000287220513111413,0.00121458042825171,0.111221752812238,"WP_011132608.1",2,-3.36366761380927,0.00523847395446302,0.0118972678008857,"P3 - P1",2.28079521104708
"WP_011131719.1...2052",-0.602534612019854,0.821963151295979,-3.44577617296466,0.00537858802210749,0.0124727057300605,-2.90830838122518,"WP_011131719.1",16,-3.35321714300923,0.00534360686620146,0.0121167136583931,"P3 - P1",2.27216550077948
"WP_011132730.1...2053",1.12930742899577,-1.42556730906169,3.34777165325093,0.00640288078473304,0.0143135042974252,-3.08476539107565,"WP_011132730.1",10,3.3523107948977,0.00535282456220069,0.0121183182457453,"P3 - P1",2.27141699030174
"WP_011133130.1...2054",0.971074422200523,-2.60163084665934,3.7781530350073,0.0029952372783817,0.00778680112561829,-2.31219633120752,"WP_011133130.1",6,3.34739257559993,0.00540312402147164,0.012212775565993,"P3 - P1",2.26735506369852
"WP_011133245.1...2055",0.57875696818034,1.76038948694865,2.99876323574383,0.0119621832825452,0.0245803015791405,-3.71254019035481,"WP_011133245.1",42,3.32351915126132,0.00565413854996309,0.0127598942870799,"P3 - P1",2.247633553691
"WP_011131792.1...2056",0.658265431722004,1.70258029301961,3.22039639344476,0.0080382725612711,0.0173694994343703,-3.31417799593847,"WP_011131792.1",20,3.32217948572849,0.00566856775694193,0.0127722159586793,"P3 - P1",2.24652665783208
"WP_011133165.1...2057",0.711573282877607,2.34582122166952,3.51772227679806,0.00473462199381999,0.0112368361986661,-2.77889577700704,"WP_011133165.1",12,3.31287766809327,0.00576978395690532,0.0129797351573984,"P3 - P1",2.23884044821003
"WP_011131691.1...2058",0.742144902547204,-1.28808577855428,3.35465120585996,0.00632487342701643,0.0142060248581568,-3.07237487890762,"WP_011131691.1",14,3.30111076592904,0.00590043658723653,0.0132527156154966,"P3 - P1",2.22911585269467
"WP_011132112.1...2059",-0.834815343221027,3.24835936228434,-3.04865758051558,0.0109366429621586,0.0227023025920026,-3.62303266700583,"WP_011132112.1",36,-3.29922774503565,0.00592161938485781,0.0132793480378544,"P3 - P1",2.22755951055162
"WP_011133060.1...2060",1.35848617553711,-0.297215461730956,3.4979533801023,0.00490326764598338,0.0115409142609592,-2.81444051303315,"WP_011133060.1",4,3.29058123465068,0.00601987456167138,0.0134784612827359,"P3 - P1",2.2204125582009
"WP_011133099.1...2061",0.917287826538087,-0.75592041015625,3.30058494662831,0.00696505201098116,0.0153771070754065,-3.16975762198716,"WP_011133099.1",12,3.2851674894998,0.00608222787371921,0.0135966915104806,"P3 - P1",2.21593731282639
"WP_011133070.1...2062",-1.09531211853028,-2.70681873957316,-4.7940535330405,0.00054055580401342,0.001960953262312,-0.546375003023782,"WP_011133070.1",2,-3.28216332091591,0.00611710869470395,0.0136532331994646,"P3 - P1",2.21345380246922
"WP_011132317.1...2063",0.583108266194659,1.03251934051514,3.08421361345545,0.0102603240447642,0.0214233158940531,-3.55917217821089,"WP_011132317.1",26,3.27895440506621,0.00615458919109148,0.0137153912490051,"P3 - P1",2.21080093022191
"WP_011132530.1...2064",-1.34974543253581,1.00250720977783,-3.03553228151038,0.0111975143665101,0.0232099861104955,-3.64659142765543,"WP_011132530.1",47,-3.26769955882797,0.00628788302280833,0.0139905397257485,"P3 - P1",2.20149554632956
"WP_036930629.1...2065",-1.58948135375977,-3.25801920890808,-3.10587491525567,0.00986915848705245,0.0207587617216583,-3.5202413208212,"WP_036930629.1",12,-3.24585447788998,0.00655494366278742,0.0145619965301237,"P3 - P1",2.18343103655142
"WP_011132387.1...2066",-0.659979502360023,3.83428573608398,-2.97024989401395,0.0125911602102855,0.0255774780876555,-3.76362717155361,"WP_011132387.1",36,-3.23657765017729,0.00667177646969369,0.0147984574654888,"P3 - P1",2.1757585126708
"WP_011132379.1...2067",-0.924207051595052,-0.825545946756999,-3.22844557877484,0.00792334719666663,0.0171544270351128,-3.29968414873333,"WP_011132379.1",12,-3.22561186511921,0.00681258119536918,0.0150872715741924,"P3 - P1",2.16668830856988
"WP_011133116.1...2068",0.53931681315104,1.78362449010213,2.88699512694926,0.0146242074660806,0.0289636598493724,-3.91247049604158,"WP_011133116.1",46,3.22374877581419,0.00683679885099233,0.015117393732629,"P3 - P1",2.16514719751537
"WP_011131816.1...2069",-1.11006800333659,-2.28020715713501,-3.0879536607269,0.0101916835414017,0.0213112442921528,-3.55245168232773,"WP_011131816.1",16,-3.22139405154176,0.00686753081258509,0.0151471144521043,"P3 - P1",2.16319938335179
"WP_011131667.1...2070",-0.56068229675293,0.460829893747966,-3.27350567703821,0.00731012635626365,0.016039476011278,-3.21853273037029,"WP_011131667.1",17,-3.22037042549225,0.0068809335714901,0.0151471144521043,"P3 - P1",2.16235263481086
"WP_011132490.1...2071",0.511272430419921,4.94128608703613,2.82912991631306,0.0162278053666933,0.0316120312478404,-4.01558515996546,"WP_011132490.1",91,3.22027754304316,0.0068821510186176,0.0151471144521043,"P3 - P1",2.16227580166094
"WP_011133184.1...2072",0.784133275349933,1.18930164972941,3.51484605242874,0.00475878398158195,0.0112566584547719,-2.7840665069052,"WP_011133184.1",9,3.21214777548778,0.00698955321842739,0.0153597589244454,"P3 - P1",2.15555058405016
"WP_011131998.1...2073",2.43745930989583,-4.88322162628174,3.32285171337386,0.00669375813918064,0.0148703768957773,-3.12965012528674,"WP_011131998.1",1,3.21125163508488,0.00700149458910652,0.0153622932124618,"P3 - P1",2.15480924248334
"WP_011131773.1...2074",0.543978373209636,3.38927698135376,2.88174668126973,0.0147628770476862,0.0291796326164438,-3.92183548733767,"WP_011131773.1",43,3.20363790147207,0.00710377962274134,0.0155627418196672,"P3 - P1",2.14851051993665
"WP_011132622.1...2075",1.01357396443685,-3.34447717666626,3.4861827871195,0.00500659427004126,0.0117259707903598,-2.83560974750733,"WP_011132622.1",6,3.19972060233181,0.00715698852531011,0.015620114970028,"P3 - P1",2.14526967908318
"WP_011131900.1...2076",0.647590637207035,4.3900793393453,2.88131886807235,0.0147742381435786,0.0291796326164438,-3.92259874625053,"WP_011131900.1",67,3.19945667697546,0.00716058778238894,0.015620114970028,"P3 - P1",2.14505132683031
"WP_011133154.1...2077",0.948794682820637,-1.55809672673543,3.3752285818602,0.00609728554741576,0.013738187689114,-3.03531617587022,"WP_011133154.1",8,3.19928897429717,0.00716287575521648,0.015620114970028,"P3 - P1",2.14491258189902
"WP_011132672.1...2078",1.07980155944824,-3.58753983179728,3.26384286225748,0.00743743074550778,0.0162936944332355,-3.23593656071492,"WP_011132672.1",8,3.18941654368438,0.00729886586701476,0.0158923317960688,"P3 - P1",2.13674461740865
"WP_011132042.1...2079",0.634411493937175,-0.316846370697022,3.13658407954436,0.00934028740683899,0.0198812694579054,-3.46502012946991,"WP_011132042.1",18,3.18428501395472,0.00737057094067764,0.016000818165156,"P3 - P1",2.1324988694297
"WP_011132618.1...2080",0.76090621948242,1.19510730107625,4.43927622342222,0.000968301431992098,0.00313377554353806,-1.1504620544994,"WP_011132618.1",5,3.18411001947377,0.00737302862848092,0.016000818165156,"P3 - P1",2.13235407978642
"WP_011132508.1...2081",-1.22402254740397,0.228320121765137,-3.23174521368802,0.00787671895733323,0.0171243477789962,-3.29374237007706,"WP_011132508.1",7,-3.18344329019809,0.00738239995400806,0.016000818165156,"P3 - P1",2.13180242986463
"WP_011132244.1...2082",-0.47797203063965,-0.995945453643799,-3.12239559855162,0.00958098192263277,0.0203025569312933,-3.49053777811356,"WP_011132244.1",21,-3.17376923429839,0.00751972653194305,0.0162458639693142,"P3 - P1",2.12379795300246
"WP_011132167.1...2083",-0.777411778767902,0.32513157526652,-3.96083336542267,0.00218118774285432,0.00604282363000886,-1.98728875321493,"WP_011132167.1",6,-3.17312973979111,0.00752889407967829,0.0162458639693142,"P3 - P1",2.12326881269262
"WP_011132796.1...2084",0.507647196451823,0.474008560180664,2.97214722572531,0.0125482932583564,0.0255424429029031,-3.76022933949715,"WP_011132796.1",27,3.17307466439321,0.00752968414308102,0.0162458639693142,"P3 - P1",2.12322324130183
"WP_011131874.1...2085",0.872800827026368,0.719932874043782,3.67316117891494,0.00359973540417495,0.00899302318516688,-2.4999363575655,"WP_011131874.1",6,3.17132350487217,0.00755484810685516,0.0162754972831494,"P3 - P1",2.12177426289581
"WP_036930320.1...2086",0.82013257344564,1.5447252591451,3.01081150033409,0.0117059985845965,0.0241235050426417,-3.69093875472435,"WP_036930320.1",21,3.16441074145506,0.00765500931029317,0.0164663644378512,"P3 - P1",2.11605427676108
"WP_011131785.1...2087",-0.811302185058594,-0.168564478556315,-3.4745476614956,0.00511092579881552,0.0119310792418251,-2.85653914324437,"WP_011131785.1",8,-3.14655940111409,0.00791985862163559,0.0170103750787467,"P3 - P1",2.1012825709852
"WP_036930468.1...2088",0.595596313476562,-0.181546370188395,3.14291009011115,0.00923495353855015,0.0196864877827776,-3.45364092696157,"WP_036930468.1",17,3.13579404636043,0.00808399182988851,0.0173367535628934,"P3 - P1",2.09237413407758
"WP_011132129.1...2089",0.529332478841151,3.07011206944783,2.85428942257724,0.0155100465111171,0.0304950943165863,-3.97078917140741,"WP_011132129.1",35,3.13046650038647,0.00816647255896641,0.0174865835756797,"P3 - P1",2.08796549291492
"WP_011132915.1...2090",-0.81895128885905,-0.205707232157389,-3.56099488572542,0.00438592706826982,0.0105321418974978,-2.70113657287087,"WP_011132915.1",7,-3.12969950923291,0.00817841619480525,0.0174865835756797,"P3 - P1",2.08733079222775
"WP_011132181.1...2091",1.18880462646485,-0.68384599685669,3.05578728741555,0.0107975136475636,0.0224790342604248,-3.61023194487644,"WP_011132181.1",11,3.12716210492763,0.00821805347967177,0.01754498973771,"P3 - P1",2.08523103685721
"WP_011132501.1...2092",0.404542287190754,2.88426923751831,2.66781303961532,0.0216832788037732,0.0405742299823562,-4.30114893123346,"WP_011132501.1",71,3.12128848729791,0.00831054512397264,0.0177158925996063,"P3 - P1",2.08037048806083
"WP_011132549.1...2093",-1.4205691019694,-2.4843955039978,-2.97893853256363,0.012396053602171,0.0253256532704327,-3.7480652398206,"WP_011132549.1",13,-3.11339827124512,0.00843643249884938,0.0179573690259515,"P3 - P1",2.07384116399076
"WP_011132759.1...2094",-1.16477457682292,-1.34458096822103,-3.01759609157994,0.0115641740380294,0.0239004119450709,-3.67877097507696,"WP_011132759.1",12,-3.10360878064358,0.00859527543213874,0.0182681674856203,"P3 - P1",2.06574020196222
"WP_036930451.1...2095",-1.0734182993571,-2.91776545842489,-3.01345334950458,0.0116505665999382,0.0240440678816115,-3.68620105307778,"WP_036930451.1",13,-3.09748628386481,0.00869613368825427,0.0184549841610642,"P3 - P1",2.06067379233197
"WP_011132264.1...2096",2.79651387532552,-2.8439359664917,2.98529618308896,0.0122552177683057,0.0250738938248094,-3.7366752235529,"WP_011132264.1",3,3.09304127071614,0.00877009807566894,0.0185842554460604,"P3 - P1",2.05699554990834
"WP_042116110.1...2097",1.30808639526367,2.41539335250854,2.99577820110709,0.012026521889839,0.0246768979411105,-3.71789077452735,"WP_042116110.1",11,3.09206762643093,0.00878638308516481,0.0185910988310174,"P3 - P1",2.05618986547472
"WP_011132852.1...2098",0.431681950887043,1.72077862421671,2.71879307556543,0.0197869139092477,0.0374190775654299,-4.21124691597757,"WP_011132852.1",43,3.07577644810893,0.00906338961368827,0.0191487638128963,"P3 - P1",2.04270935031292
"WP_036930728.1...2099",-1.02893384297689,-0.937783082326254,-3.81226166261774,0.00282225899864508,0.00748397916959141,-2.2513511777767,"WP_036930728.1",3,-3.07107428731358,0.00914495181114207,0.0192924613023205,"P3 - P1",2.03881857867419
"WP_011132875.1...2100",-1.24838002522787,-0.718509515126547,-2.89720062409693,0.0143582873198643,0.0286762989389716,-3.89425382721073,"WP_011132875.1",20,-3.06996050984048,0.00916437808669709,0.0193048437802613,"P3 - P1",2.03789700180706
"WP_011133107.1...2101",-1.07436688741048,-2.98726765314738,-4.21567192430471,0.0014102803224647,0.00430559477725475,-1.53870156831787,"WP_011133107.1",2,-3.06912393686799,0.00917899649209384,0.0193070768164574,"P3 - P1",2.03720479611559
"WP_011132023.1...2102",0.745733896891276,-1.24609788258871,3.11304947920818,0.00974294849855873,0.0205236074880882,-3.50734291284001,"WP_011132023.1",13,3.0653289420932,0.00924560350460734,0.0194184946763434,"P3 - P1",2.03406473510877
"WP_011133038.1...2103",-1.16847101847331,-0.531829516092936,-3.11537815660182,0.00970233575090248,0.0204683349767187,-3.50315603037179,"WP_011133038.1",7,-3.06429303784384,0.00926386857342797,0.0194282015442731,"P3 - P1",2.03320761491196
"WP_011131744.1...2104",-0.869713465372723,-1.75128618876139,-3.9334971794335,0.00228667165584726,0.00624994325897601,-2.0357477663456,"WP_011131744.1",4,-3.0539990877688,0.00944733875143436,0.0197838387971214,"P3 - P1",2.0246905119497
"WP_011131748.1...2105",-0.959117253621421,-0.987214247385661,-3.24013719886455,0.00775938108136663,0.0169209167838684,-3.2786299847395,"WP_011131748.1",7,-3.04965218036985,0.00952589805135944,0.0199190584803757,"P3 - P1",2.02109407073215
"WP_011131650.1...2106",-0.551433563232421,1.27562093734741,-2.82993194987438,0.0162044211380003,0.0316097201376883,-4.01415809736713,"WP_011131650.1",29,-3.04390321079472,0.00963079705488717,0.0201088783081515,"P3 - P1",2.01633776872025
"WP_036930346.1...2107",0.804447174072265,-0.335485617319743,3.32638363633035,0.00665172605295499,0.0148232517987604,-3.12328841142618,"WP_036930346.1",8,3.04151364370678,0.00967473645814488,0.0201710464368936,"P3 - P1",2.01436085642092
"WP_011132009.1...2108",0.713287989298502,1.24643166859945,3.09433049028404,0.01007571830764,0.0210997395148225,-3.54099185491372,"WP_011132009.1",13,3.02875787495525,0.00991269081867249,0.0206303850684552,"P3 - P1",2.00380843945251
"WP_011132140.1...2109",-0.682952245076498,-0.0815587043762206,-2.97248569212505,0.0125406616168971,0.0255424429029031,-3.7596231731418,"WP_011132140.1",17,-3.02815785000474,0.00992402652520493,0.0206303850684552,"P3 - P1",2.00331208360431
"WP_011132542.1...2110",0.943939844767255,-0.628760655721029,3.14857995407637,0.00914156723295463,0.0195166292949436,-3.44344099645174,"WP_011132542.1",8,3.02353989727841,0.0100117022474135,0.0207607638050667,"P3 - P1",1.99949207498752
"WP_011132799.1...2111",-0.52357864379883,1.72764333089193,-2.89311682738998,0.0144641112398873,0.0287666122983234,-3.90154438679936,"WP_011132799.1",23,-3.02331969418589,0.0100159022008994,0.0207607638050667,"P3 - P1",1.9993099247304
"WP_011131715.1...2112",-0.630420684814453,-0.353353182474772,-2.95602864582208,0.0129171830882013,0.026165104861449,-3.78908767003566,"WP_011131715.1",18,-3.01568819630753,0.0101625473220094,0.0210341095734614,"P3 - P1",1.9929974190963
"WP_011133280.1...2113",0.646795908610027,2.31932433446248,2.78654599389089,0.0175189192664241,0.0336665870922913,-4.09126068463882,"WP_011133280.1",31,3.00460750730204,0.0103792832783626,0.0214515230600702,"P3 - P1",1.98383263483043
"WP_011131940.1...2114",-0.730471928914391,0.943494002024334,-2.90589943781099,0.0141354507091748,0.028310663586308,-3.87871980944482,"WP_011131940.1",18,-3.00174326194866,0.0104360514099433,0.02152330622549,"P3 - P1",1.98146379015061
"WP_011132739.1...2115",-0.714892705281577,0.312034924825032,-3.22829821320765,0.00792543619710029,0.0171544270351128,-3.29994951216671,"WP_011132739.1",10,-3.00133114324953,0.0104442448046444,0.02152330622549,"P3 - P1",1.98112295721867
"WP_036930706.1...2116",-2.16675631205241,-3.64285357793172,-2.89116149933606,0.0145150559058854,0.0288276703068072,-3.90503462852625,"WP_036930706.1",5,-2.99443948468381,0.0105822108220272,0.0217744984337936,"P3 - P1",1.97542359057083
"WP_011131925.1...2117",-0.710706075032554,1.7114265759786,-2.73752877557691,0.019132080789794,0.0363254440595555,-4.17812201472113,"WP_011131925.1",48,-2.99371998834427,0.0105967186900414,0.0217744984337936,"P3 - P1",1.97482859468072
"WP_011133159.1...2118",-0.738832473754883,1.65404558181763,-3.11777497932687,0.00966071327735347,0.0204107651438447,-3.49884642785739,"WP_011133159.1",11,-2.98912603565877,0.0106898181627183,0.0219341513886323,"P3 - P1",1.9710296822187
"WP_011132970.1...2119",1.09763844807943,0.876009623209636,2.949090657389,0.0130792998037133,0.0264558564211473,-3.80150385949583,"WP_011132970.1",10,2.98558634290399,0.0107621066082667,0.022050704762837,"P3 - P1",1.96810271019395
"WP_011132868.1...2120",0.68342971801758,2.805344581604,2.72587113775421,0.019536955382203,0.0370447729217804,-4.19873798356534,"WP_011132868.1",43,2.97724724957431,0.0109343358198403,0.0223669587451149,"P3 - P1",1.96120759200803
"WP_011132680.1...2121",0.677591323852541,-1.51987075805664,2.83324009055146,0.0161083231756953,0.0314653665324967,-4.00827123767443,"WP_011132680.1",22,2.97659737186211,0.0109478723633041,0.0223669587451149,"P3 - P1",1.96067027449135
"WP_011132683.1...2122",-1.30043856302897,-2.25423940022787,-3.43231740457046,0.00550868069915095,0.0126982027163419,-2.93253154131855,"WP_011132683.1",2,-2.9722915195919,0.0110379820947076,0.0225187485714378,"P3 - P1",1.95711031476215
"WP_011132407.1...2123",1.15065956115723,-3.40052541097005,3.12485090595397,0.00953888534781758,0.0202434765056516,-3.48612243131853,"WP_011132407.1",5,2.96911654131269,0.0111048972615541,0.0226228522181016,"P3 - P1",1.95448545503055
"WP_011132220.1...2124",-1.16959953308105,-2.76053762435913,-3.65305883570818,0.0037291475408868,0.00923531495343096,-2.53595192970625,"WP_011132220.1",2,-2.96642367151867,0.0111619672709787,0.0227066305626767,"P3 - P1",1.95225925525191
"WP_011132182.1...2125",-0.579382578531901,0.655864715576173,-3.16666650285156,0.00885001211494462,0.0189795440537366,-3.41089787411297,"WP_011132182.1",13,-2.96314633274287,0.0112318169933421,0.0228161303830516,"P3 - P1",1.94954998137427
"WP_011132843.1...2126",-0.572649002075195,-0.852612177530924,-2.89998776208912,0.01428650919474,0.0285730183894801,-3.88927732858805,"WP_011132843.1",19,-2.96222398596901,0.0112515530554221,0.0228236631779502,"P3 - P1",1.94878752761056
"WP_011131754.1...2127",-0.515762964884443,1.62993176778158,-2.74140164318901,0.0189994257118185,0.0361700296973657,-4.17126934150525,"WP_011131754.1",30,-2.96072220377616,0.0112837613746939,0.0228316053757014,"P3 - P1",1.94754610673765
"WP_011131848.1...2128",-1.23229916890462,1.37638807296753,-2.78516569151288,0.0175624384366338,0.033704733603459,-4.09371039720759,"WP_011131848.1",22,-2.96054651770595,0.0112875352419198,0.0228316053757014,"P3 - P1",1.94740088072297
"WP_011131842.1...2129",0.596065521240238,4.62925958633423,2.79541610906016,0.0172418057912639,0.0332687417977775,-4.07551337231036,"WP_011131842.1",24,2.95206585495978,0.0114712038590918,0.023170019247163,"P3 - P1",1.94039100215757
"WP_011132106.1...2130",-0.607919057210287,-0.102499008178711,-3.17378584255498,0.00873784850957362,0.0187956137124363,-3.39808575408719,"WP_011132106.1",12,-2.95132526747957,0.0114873831379895,0.023170019247163,"P3 - P1",1.93977889369371
"WP_011132900.1...2131",-0.873319625854495,-0.408325831095378,-3.05374488473159,0.0108371857466249,0.0225286897856844,-3.61389913485188,"WP_011132900.1",9,-2.94982263194369,0.0115202801495622,0.0231934939503865,"P3 - P1",1.9385369596342
"WP_011132693.1...2132",0.791918436686199,-1.01974582672119,3.12936613471602,0.00946195890894796,0.0201101932631969,-3.47800223902655,"WP_011132693.1",9,2.94930670985312,0.0115315967112876,0.0231934939503865,"P3 - P1",1.93811055438
"WP_011133235.1...2133",1.42929840087891,-0.49620008468628,3.09532697931294,0.0100577175497056,0.0210930630202957,-3.539200915639,"WP_011133235.1",3,2.94669997469665,0.0115889433573207,0.0232759595780321,"P3 - P1",1.93595615980901
"WP_011132423.1...2134",0.71214040120443,-1.549041112264,3.46803950813837,0.00517025287817742,0.0120498201285182,-2.86824764557218,"WP_011132423.1",7,2.93001168712288,0.0119628370945589,0.0239930704544392,"P3 - P1",1.92216581128455
"WP_011133094.1...2135",0.635398228963217,1.46793715159098,2.71002307358503,0.0201010241134394,0.0378622464782245,-4.22673713553818,"WP_011133094.1",29,2.90867658810179,0.0124583008964052,0.0249516462397764,"P3 - P1",1.90454118413211
"WP_011132063.1...2136",0.729070663452154,-2.40885543823242,2.82645472009968,0.0163060475066179,0.0317210541658796,-4.02034469171684,"WP_011132063.1",17,2.90669175449371,0.0125054151950688,0.0250108303901377,"P3 - P1",1.9029018845865
"WP_225866779.1...2137",1.37556711832682,-0.448608398437499,2.88906640301966,0.0145698414304288,0.0288961757617417,-3.90877400093068,"WP_225866779.1",6,2.90036234893026,0.0126568385907882,0.0252781741280258,"P3 - P1",1.89767475830226
"WP_011132982.1...2138",-0.831254959106446,-1.4477972984314,-2.9718066953743,0.01255597614609,0.0255424429029031,-3.76083919472318,"WP_011132982.1",10,-2.89709888562971,0.0127356207187382,0.0253998934222453,"P3 - P1",1.89497988319716
"WP_011131831.1...2139",-0.702047983805339,-0.742900053660075,-2.71774718002207,0.0198241171350361,0.0374397119367261,-4.21309477048118,"WP_011131831.1",26,-2.89571490939818,0.0127691771728805,0.025431200411443,"P3 - P1",1.89383708713681
