"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","contrast","log.sca.pval"
"WP_011132535.1...27",-1.44752883911133,-0.0377370834350584,-6.37034771511986,2.28159886089497e-05,0.00354786624969749,3.00932448650097,"WP_011132535.1",4,-5.43712952697295,6.40968187719922e-05,0.00335150454773728,"C2 - C1",4.19316352467859
"WP_011132199.1...28",0.770302454630534,0.823029390970866,4.94307060054266,0.000256520455775897,0.0114151602820274,0.663511152894364,"WP_011132199.1",32,5.42258731961057,6.59003703206768e-05,0.00335150454773728,"C2 - C1",4.18111214492383
"WP_011132553.1...29",2.55111503601075,5.63148746490479,5.2289018350311,0.000154498788793513,0.00912148862165135,1.15747502139026,"WP_011132553.1",315,5.36831238823928,7.3109120128998e-05,0.00358990989874804,"C2 - C1",4.13602844281454
"WP_011132788.1...30",0.886056264241539,0.964246559143067,5.17428998992867,0.000170070550889796,0.00912148862165135,1.06398291865273,"WP_011132788.1",18,5.32996665387738,7.86906259862797e-05,0.00373518171348207,"C2 - C1",4.10407699985067
"WP_225866782.1...31",2.44718742370605,3.66575603485107,4.98030796017078,0.000239976245257038,0.0110588693424576,0.728503490976245,"WP_225866782.1",157,5.30585223830721,8.2424842709351e-05,0.00378622503284245,"C2 - C1",4.0839418729446
"WP_011132988.1...32",0.742664972941081,2.47371616363525,4.61439102284475,0.000465619853495129,0.0146031804398467,0.0820163172889803,"WP_011132988.1",69,5.070951432914,0.00012997383696929,0.00566674442755714,"C2 - C1",3.88614406002694
"WP_011133249.1...33",0.727554321289063,2.86640008290609,4.57635625992238,0.000499307938535705,0.0146031804398467,0.0138622274152462,"WP_011133249.1",39,5.06566944349854,0.000131322026762209,0.00566674442755714,"C2 - C1",3.88166242319482
"WP_011131958.1...34",0.752407073974607,2.70349496205648,4.57289426401425,0.000502497079741917,0.0146031804398467,0.00765029457020816,"WP_011131958.1",35,5.03138652836812,0.000140430443906812,0.00588155741539117,"C2 - C1",3.85253873132676
"WP_011132914.1...35",0.660293579101561,1.34657001495361,4.59664008196619,0.000481039179889496,0.0146031804398467,0.0502297782556314,"WP_011132914.1",29,5.00897445404886,0.000146734966677004,0.00595708218062169,"C2 - C1",3.83346638223476
"WP_011132673.1...36",1.8949940999349,-1.53733412424723,4.81196945866316,0.000324849108891268,0.0128495869739213,0.433223751359077,"WP_011132673.1",8,4.98558264103704,0.000153626939162905,0.00595708218062169,"C2 - C1",3.81353262216939
"WP_011132597.1...37",1.52424176534017,0.227648735046386,4.86645680121469,0.000294401236108629,0.0122934406659491,0.529208928638221,"WP_011132597.1",9,4.98176264772019,0.000154783736434693,0.00595708218062169,"C2 - C1",3.81027467380642
"WP_011132591.1...38",2.78724797566732,-2.3178871790568,4.67899742174793,0.000413690229547353,0.013569938950475,0.197388463724781,"WP_011132591.1",6,4.90975423551899,0.00017835196018426,0.00668350503427332,"C2 - C1",3.74872211316875
"WP_011131894.1...39",0.699534734090169,-0.063520622253418,4.72954460372946,0.000377268352691488,0.013569938950475,0.287298830623033,"WP_011131894.1",18,4.80358455061478,0.00022004080464788,0.00790941370872855,"C2 - C1",3.65749677558604
"WP_011132552.1...40",-0.752487818400067,1.97057069142659,-4.70212852812469,0.000396590426954492,0.013569938950475,0.238571920479663,"WP_011132552.1",17,-4.77416481655167,0.000233280769400989,0.00790941370872855,"C2 - C1",3.63212106098021
"WP_011132223.1...41",0.663538614908855,0.92482369740804,4.31014019024702,0.000817995788562356,0.0187875161760128,-0.467687520317274,"WP_011132223.1",63,4.76873688802784,0.000235811655989385,0.00790941370872855,"C2 - C1",3.62743473186705
"WP_011131863.1...42",0.679440816243489,1.72059116363525,4.28864673289012,0.00085154810161336,0.0192476904237686,-0.506888293608545,"WP_011131863.1",44,4.76142534742461,0.000239265494245698,0.00790941370872855,"C2 - C1",3.62111992879658
"WP_011133072.1...43",1.17970212300619,0.971469434102376,4.67162988232713,0.000419295866447261,0.013569938950475,0.1842572549685,"WP_011133072.1",11,4.75382743188855,0.000242909720231278,0.00790941370872855,"C2 - C1",3.61455510619798
"WP_011133276.1...44",-0.806395848592121,0.760399436950683,-4.35322058550688,0.000754786224525935,0.0182172132834734,-0.389252681523347,"WP_011133276.1",32,-4.74866534334018,0.000245418132302827,0.00790941370872855,"C2 - C1",3.61009335331175
"WP_011133094.1...45",0.755202611287434,1.01870543162028,4.35386687314588,0.00075387728959285,0.0182172132834734,-0.38807742791043,"WP_011133094.1",30,4.73812095049795,0.000250625001438934,0.00790941370872855,"C2 - C1",3.60097560754229
"WP_011133093.1...46",0.730193456013998,0.345611763000488,4.31690204979861,0.000807724342360649,0.0187875161760128,-0.455364256473048,"WP_011133093.1",32,4.72184354338822,0.000258886686375962,0.00790941370872855,"C2 - C1",3.58689028321567
"WP_011133075.1...47",0.7713565826416,-0.581471443176269,4.40535134089606,0.000684979538189883,0.0177347429524072,-0.294592422422308,"WP_011133075.1",25,4.71765965154784,0.000261055087296518,0.00790941370872855,"C2 - C1",3.5832678390812
"WP_011132705.1...48",1.45615641276042,-2.26473191579183,4.46746101803825,0.000610430921953628,0.0169102782643441,-0.182186449087935,"WP_011132705.1",13,4.68369780198617,0.000279361512330565,0.00828772486580676,"C2 - C1",3.55383342690407
"WP_011133174.1...49",-0.937968571980795,3.15144786834717,-4.42740287745968,0.000657490013073538,0.0173382551595689,-0.254636223481331,"WP_011133174.1",20,-4.66916976991834,0.000287590185214017,0.00835772293356654,"C2 - C1",3.54122593949961
"WP_011132516.1...50",1.02366383870443,0.482583300272624,5.68515437049878,7.03808654760084e-05,0.0058954324963433,1.92146304844322,"WP_011132516.1",5,4.65094645963876,0.000298264723750751,0.00849457933242138,"C2 - C1",3.52539810830851
"WP_011133173.1...51",-0.925361633300777,3.72251402537028,-4.58586559210188,0.000490655463316854,0.0146031804398467,0.0309178304326805,"WP_011133173.1",12,-4.57965191997233,0.000344086209659303,0.00960742671676171,"C2 - C1",3.46333273275217
"WP_011131857.1...52",1.01965077718099,-2.36614004770915,4.39209839884067,0.000702069055242327,0.0178526131190192,-0.318630717447841,"WP_011131857.1",15,4.54926272416142,0.000365754911975995,0.0100160575894965,"C2 - C1",3.43680983272214
"WP_011132405.1...53",0.964701970418294,-0.205217806498209,4.46123504914245,0.00061751016133841,0.0169102782643441,-0.193435401153518,"WP_011132405.1",13,4.53188481363246,0.000378769437097533,0.0100245689120136,"C2 - C1",3.42162507147285
"WP_011133203.1...54",0.694891611735027,2.05778865814209,4.19473645738949,0.00101562812514275,0.0212684477971069,-0.678677527858202,"WP_011133203.1",87,4.53008369097849,0.000380145169416247,0.0100245689120136,"C2 - C1",3.4200505238125
"WP_011132228.1...55",-1.21734110514323,2.19885985056559,-4.74104688732211,0.000369455201853838,0.013569938950475,0.307714064674645,"WP_011132228.1",6,-4.50926580377133,0.000396422643280347,0.0101180737728455,"C2 - C1",3.40184154699491
"WP_011131881.1...56",0.769187927246097,2.23930009206136,4.16835845211557,0.00106733302906968,0.0220272787448584,-0.727073897709353,"WP_011131881.1",27,4.49570565988152,0.000407407452240027,0.0101180737728455,"C2 - C1",3.38997103120939
"WP_011131680.1...57",-0.630690256754558,0.490732002258301,-4.44398298606063,0.000637573296800114,0.0171302712196861,-0.224628132152108,"WP_011131680.1",18,-4.49239988703452,0.000410132315239595,0.0101180737728455,"C2 - C1",3.38707601033377
"WP_011131683.1...58",0.790144602457683,-0.692998695373535,4.14085995806793,0.00112412114672341,0.0228678358990592,-0.777589742510203,"WP_011131683.1",29,4.48805416864884,0.000413742777864916,0.0101180737728455,"C2 - C1",3.3832695740278
"WP_011132956.1...59",1.01430638631185,-0.0619487126668293,4.12345458106343,0.00116166141336114,0.0232986739806516,-0.809596865404891,"WP_011132956.1",35,4.48153750096579,0.000419217944240086,0.0101180737728455,"C2 - C1",3.37756013604899
"WP_011131847.1...60",0.596321105957034,3.43820107777913,3.96267616673486,0.00157558367483878,0.0277779895753116,-1.10636021675252,"WP_011131847.1",44,4.41485738989297,0.000479688108369601,0.011259592334044,"C2 - C1",3.3190410477077
"WP_011132511.1...61",0.689813613891602,2.22548796335856,3.99671193102532,0.00147685316130367,0.0273121935285251,-1.04338151432828,"WP_011132511.1",42,4.41214568499233,0.000482328042399357,0.011259592334044,"C2 - C1",3.31665748760069
"WP_011132730.1...62",1.118683497111,-1.66222515106201,4.54693107439444,0.000527096229708084,0.0150117006220862,-0.0389802651695064,"WP_011132730.1",7,4.38559339167024,0.000508975419484689,0.011690016086229,"C2 - C1",3.29330319102264
"WP_011133231.1...63",0.639933268229166,-0.801529630025228,4.74352853633594,0.000367791629266967,0.013569938950475,0.312116531403474,"WP_011133231.1",12,4.37544405543982,0.000519554269803357,0.0117435758761902,"C2 - C1",3.28436908170615
"WP_011133160.1...64",-0.907707850138347,3.45801499684652,-4.35836717413411,0.000747579318413438,0.0182172132834734,-0.379894949222334,"WP_011133160.1",11,-4.32835633894872,0.000571651593043512,0.0127192479452181,"C2 - C1",3.2428685819053
"WP_011132235.1...65",-0.830797195434567,1.88491598765055,-4.2588592144206,0.000900407990972529,0.0194269845324982,-0.561289583467503,"WP_011132235.1",14,-4.31057664450589,0.000592683407917582,0.0129843257365329,"C2 - C1",3.22717723059918
"WP_006043540.1...66",-1.00974273681641,1.28997236887614,-4.89561528876473,0.000279340972390759,0.0120539862025588,0.580414964305742,"WP_006043540.1",5,-4.22274333422961,0.000708767228521202,0.0147681787256896,"C2 - C1",3.14949637125847
"WP_011132043.1...67",-1.00285339355469,6.42555141448975,-3.88252513612453,0.00183565202895248,0.0307525704615097,-1.25496010567857,"WP_011132043.1",62,-4.2202439604619,0.00071239025636622,0.0147681787256896,"C2 - C1",3.14728202917977
"WP_011131774.1...68",-0.571120580037431,1.29282894134522,-4.03341024711333,0.00137747570256123,0.0261536720059626,-0.975565808579643,"WP_011131774.1",22,-4.21997676875075,0.000712778684844594,0.0147681787256896,"C2 - C1",3.14704529605421
"WP_011132036.1...69",-1.81123542785644,1.93879095713297,-3.98491845124237,0.00151032553087685,0.0275731225124184,-1.06519495990458,"WP_011132036.1",11,-4.21255185697151,0.000723659315909334,0.0147681787256896,"C2 - C1",3.14046584270176
"WP_011132021.1...70",0.601260503133138,0.471220461527506,3.7909328450504,0.00218714206790983,0.032538805685278,-1.42520950127649,"WP_011132021.1",49,4.21099384806654,0.00072596384185272,0.0147681787256896,"C2 - C1",3.13908500970611
"WP_011131932.1...71",-1.21385510762532,-0.298988151550292,-4.3352777847138,0.000780477388544182,0.0185233300214486,-0.421897937333035,"WP_011131932.1",6,-4.19711914639043,0.000746819032856682,0.0148555109383376,"C2 - C1",3.12678462248608
"WP_011132517.1...72",0.704416910807293,-0.808393033345541,4.7127048375161,0.000389017682413897,0.013569938950475,0.257380379067497,"WP_011132517.1",9,4.19347719667372,0.000752393658236348,0.0148555109383376,"C2 - C1",3.12355487368063
"WP_011132707.1...73",0.581380208333336,0.949875322977702,3.7929027109842,0.00217890250658049,0.032538805685278,-1.42154366285434,"WP_011132707.1",35,4.18755217137195,0.000761553580406351,0.0148555109383376,"C2 - C1",3.11829953572097
"WP_011132404.1...74",0.907894134521483,2.38592357635498,3.81010775788293,0.00210826870304458,0.032538805685278,-1.38953332678576,"WP_011132404.1",50,4.15743327225988,0.000809901861146216,0.0153204054790092,"C2 - C1",3.09156760302856
"WP_011132002.1...75",1.43038813273112,-0.150425656636557,4.01049442398836,0.00143869660635165,0.0269566311505888,-1.01790132992694,"WP_011132002.1",9,4.15107527391983,0.000820500882318271,0.0153204054790092,"C2 - C1",3.08592094759596
"WP_011132310.1...76",-0.817661285400394,1.97150643666585,-3.84682191757133,0.00196524617242557,0.0318012562447047,-1.32127346818292,"WP_011132310.1",27,-4.14682330078108,0.00082766769459919,0.0153204054790092,"C2 - C1",3.08214399578715
"WP_011132746.1...77",-0.758598327636721,4.50357265472412,-3.91176440101902,0.00173604040037499,0.0294300182158807,-1.20070560982167,"WP_011132746.1",22,-4.14637866804699,0.000828420801884628,0.0153204054790092,"C2 - C1",3.0817490043823
"WP_011132864.1...78",-0.6507682800293,1.04303747812907,-3.96990776979378,0.00155405557734239,0.0277779895753116,-1.09297261001318,"WP_011132864.1",19,-4.1038360361128,0.000903798274276389,0.0165001120842254,"C2 - C1",3.04392849225128
"WP_011132734.1...79",-0.657804489135741,1.17851238250732,-3.7442611379841,0.00239192880905071,0.0347145736483486,-1.51211225797761,"WP_011132734.1",31,-4.08264677520427,0.000943905802438929,0.0170142007933295,"C2 - C1",3.02507134417884
"WP_011133339.1...80",0.70303153991699,1.69649766286214,3.73111473244753,0.00245306418524257,0.0349316339978541,-1.53660666316383,"WP_011133339.1",73,4.06705358268373,0.000974571684058962,0.0172486906312817,"C2 - C1",3.01118621109098
"WP_011131825.1...81",0.746004740397135,0.20716126759847,3.71061662731955,0.00255157683343069,0.0358288351569254,-1.57481137505007,"WP_011131825.1",39,4.06369978562155,0.000981298423873525,0.0172486906312817,"C2 - C1",3.00819889870308
"WP_011131759.1...82",0.850372950236002,-0.194022687276205,3.85666911699706,0.00192859702420217,0.0316317294556185,-1.30297694254403,"WP_011131759.1",19,4.05779657358017,0.000993253252644028,0.0172486906312817,"C2 - C1",3.00294000406969
"WP_036930362.1...83",0.941242853800453,-0.409018516540527,3.80981415743831,0.0021094542602133,0.032538805685278,-1.39007946085866,"WP_036930362.1",20,4.03926760288467,0.00103174588981401,0.0177012788806644,"C2 - C1",2.9864272525544
"WP_011132476.1...84",-0.888157526652018,1.28982613881429,-3.73959617922523,0.00241344297133884,0.0347145736483486,-1.52080326788023,"WP_011132476.1",25,-4.01394232238572,0.00108681851257661,0.0184241614512988,"C2 - C1",2.96384297253479
"WP_036930312.1...85",1.66582997639974,6.39999281565348,4.85204147897731,0.000302156196143413,0.0122934406659491,0.503852466740425,"WP_036930312.1",601,3.99675449583265,0.00112588491003048,0.0188618836692164,"C2 - C1",2.94850600157461
"WP_011132269.1...86",0.598650614420574,1.98111883799235,4.19540454780221,0.00101435253233356,0.0212684477971069,-0.677452557704824,"WP_011132269.1",13,3.9887207942764,0.00114463004116765,0.0189529439374736,"C2 - C1",2.94133486008574
"WP_036930751.1...87",1.00260543823242,-0.00261300404866538,3.76658019846144,0.00229166648017614,0.0336426089460909,-1.4705428119046,"WP_036930751.1",17,3.96631053588447,0.00119860917646814,0.019618614566559,"C2 - C1",2.92132240169858
"WP_011132560.1...88",0.884181976318359,0.194511858622233,4.26915553099679,0.000883200666183911,0.0194269845324982,-0.542475767171439,"WP_011132560.1",7,3.96042492741925,0.00121320856036512,0.0196319203404537,"C2 - C1",2.91606453398104
"WP_036930941.1...89",0.807785034179688,-0.890288225809733,3.62616882790864,0.00300173866755695,0.0398934252226094,-1.73234439139763,"WP_036930941.1",29,3.92289114516366,0.00131064408834513,0.0209703054135222,"C2 - C1",2.88251522703839
"WP_011132250.1...90",-1.02037874857585,-0.604474703470867,-3.96118247144556,0.00158006822724736,0.0277779895753116,-1.10912586817796,"WP_011132250.1",8,-3.91643246843925,0.00132819238624673,0.0210149550890593,"C2 - C1",2.87673901364733
"WP_011131641.1...91",0.594730377197265,1.3521821975708,3.53073155813411,0.00360845037409352,0.0435460451924506,-1.91056132660274,"WP_011131641.1",51,3.90674439516337,0.00135496177653115,0.0212029183492347,"C2 - C1",2.86807295606319
"WP_011132338.1...92",0.699775060017904,-0.0495739618937174,3.78938769409617,0.00219362734956931,0.032538805685278,-1.42808508453364,"WP_011132338.1",16,3.87370830128148,0.00145041669601701,0.0224499279905242,"C2 - C1",2.83850720963902
"WP_011132019.1...93",1.50955645243327,-5.12686837514241,4.26569816655686,0.000888940565286733,0.0194269845324982,-0.548792077465734,"WP_011132019.1",2,3.84309428320886,0.00154493470722309,0.0235525857611219,"C2 - C1",2.8110898702145
"WP_011132706.1...94",0.684680302937827,1.42601985931397,3.55176707267756,0.00346483769088063,0.0425338695846037,-1.87126969182587,"WP_011132706.1",28,3.84002883147449,0.00155473529602911,0.0235525857611219,"C2 - C1",2.80834354185235
"WP_011131646.1...95",0.571856180826823,2.2774871190389,3.68990778863319,0.00265519144703662,0.0363556982748092,-1.6134233968131,"WP_011131646.1",20,3.82558777143441,0.00160175627201424,0.0240094834878767,"C2 - C1",2.7954035667612
"WP_011133224.1...96",0.793156941731771,3.55201841990153,3.50509360090254,0.00379165641553327,0.0453724263505829,-1.95845395811519,"WP_011133224.1",65,3.81778321353797,0.00162776336701831,0.0241451566107716,"C2 - C1",2.78840872958668
"WP_011133140.1...97",0.674486796061194,1.84240258534749,3.69192001751223,0.00264493852075219,0.0363556982748092,-1.60967095093736,"WP_011133140.1",135,3.79937365884197,0.00169081049779521,0.0247818742416318,"C2 - C1",2.77190506441507
"WP_011131666.1...98",0.747434616088863,1.78392937978109,3.53835733703389,0.00355570466966345,0.0432762688000064,-1.89631690086638,"WP_011131666.1",25,3.79518555766224,0.00170549415426961,0.0247818742416318,"C2 - C1",2.76814976483636
"WP_011132192.1...99",0.805700302124023,1.43700567881266,4.11206302332045,0.00118692589819484,0.0234747566531868,-0.830558499681192,"WP_011132192.1",7,3.75843154763253,0.00183999972984811,0.0264500986643656,"C2 - C1",2.73518224075431
"WP_011132094.1...100",0.832153956095376,1.55344575246175,3.85559608796274,0.00193255650466208,0.0316317294556185,-1.30497042970934,"WP_011132094.1",9,3.75386270554264,0.00185745074890208,0.0264500986643656,"C2 - C1",2.73108269291793
"WP_011132946.1...101",0.741057078043621,2.44656352996826,3.43891146796872,0.00430925722093191,0.0479404865828675,-2.08208737348775,"WP_011132946.1",28,3.7146748813997,0.00201414845041997,0.0283974989445351,"C2 - C1",2.69590852344363
"WP_011132609.1...102",-0.907757441202799,-0.624213600158691,-3.68256234375757,0.00269296287691717,0.0365217060640958,-1.62712239786916,"WP_011132609.1",10,-3.70434101729952,0.00205764362237402,0.0287263188064765,"C2 - C1",2.68662984154577
"WP_011133334.1...103",0.587235768636067,2.87064189910889,3.36033401423003,0.00501723195486323,0.0510324164551803,-2.22882665350055,"WP_011133334.1",65,3.69030696883646,0.00211823027660251,0.029285047707592,"C2 - C1",2.67402682873204
"WP_011132415.1...104",-0.86967658996582,6.52372862497965,-3.39008004995173,0.00473638890759536,0.0504824007048782,-2.17328867479611,"WP_011132415.1",83,-3.65999842238177,0.00225526872079525,0.0308798332539657,"C2 - C1",2.64680170345099
"WP_011133180.1...105",-0.855462392171217,4.49496402740479,-3.37296614129762,0.00489597539795024,0.0508504054115694,-2.20524365758284,"WP_011133180.1",30,-3.64906561886134,0.00230685886415349,0.0312197379552697,"C2 - C1",2.6369789752207
"WP_011131788.1...106",0.706001281738282,0.0275784174601238,3.5955558783502,0.00318416749731388,0.0408491397853601,-1.78949463209554,"WP_011131788.1",14,3.64195501837181,0.00234104738189596,0.0312197379552697,"C2 - C1",2.63058979626164
"WP_036930563.1...107",-0.851377487182613,0.806766064961751,-3.47073129443929,0.00405204635887722,0.0466343420926777,-2.02264675305413,"WP_036930563.1",17,-3.64096140493023,0.00234586514130186,0.0312197379552697,"C2 - C1",2.62969695815054
"WP_011133298.1...108",1.02371660868327,-1.07462673187256,3.62205476391418,0.00302562494665858,0.0398934252226094,-1.74002368685364,"WP_011133298.1",8,3.62945567605672,0.00240238387634536,0.0316758762955166,"C2 - C1",2.6193575955767
"WP_011132055.1...109",0.715186436971026,-0.737500445048014,3.32414928053282,0.00538155439907884,0.0535897445055123,-2.29635952940832,"WP_011132055.1",33,3.61744987307605,0.00246281745845537,0.0321037271217189,"C2 - C1",2.60856777643675
"WP_173028003.1...110",0.964941660563147,-2.78687496185303,3.70760390564273,0.00256639128230786,0.0358288351569254,-1.58042777202319,"WP_173028003.1",7,3.61410538939841,0.00247992274114401,0.0321037271217189,"C2 - C1",2.60556184885825
"WP_011132056.1...111",-0.71113077799479,1.99404646555583,-3.32621165554638,0.00536009245088148,0.0535897445055123,-2.2925113676935,"WP_011132056.1",30,-3.6060586491877,0.00252156775315026,0.0321492762348692,"C2 - C1",2.59832935809221
"WP_011131789.1...112",1.10579427083333,0.397292264302572,3.49311438218659,0.00388045502850895,0.0456675038065846,-1.98083245195789,"WP_011131789.1",10,3.60471403712361,0.00252859476004589,0.0321492762348692,"C2 - C1",2.59712076637634
"WP_036930396.1...113",-0.78442891438802,0.909532864888509,-3.28024749914806,0.00585945761656973,0.0563283814083623,-2.37824380511598,"WP_036930396.1",46,-3.57886354566577,0.00266757568629213,0.033616175020177,"C2 - C1",2.57388324962694
"WP_011133159.1...114",-1.11809857686361,2.17770417531331,-3.83700214528253,0.00200250135153981,0.0320400216246369,-1.33952403744814,"WP_011133159.1",4,-3.54272026255081,0.00287482800385373,0.0359101322586641,"C2 - C1",2.54138813330885
"WP_011131675.1...115",0.588439305623372,1.32367496490478,3.22254148787187,0.00655299352896695,0.0602965270098755,-2.48576403970623,"WP_011131675.1",63,3.53655833276466,0.0029117378513177,0.0359926210472292,"C2 - C1",2.53584772786554
"WP_011133297.1...116",0.722447077433269,-0.835637474060059,3.61374384046275,0.00307446814247136,0.0401655287603598,-1.75553791803549,"WP_011133297.1",10,3.52102814433969,0.00300688198629747,0.0359926210472292,"C2 - C1",2.52188361669681
