"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","contrast","log.sca.pval"
"WP_036930320.1...2907",1.2312380472819,1.50343952178955,6.71015233759196,1.33675999913128e-05,0.000302150196629038,3.22823336501836,"WP_036930320.1",15,6.8008946284718,5.39207851981762e-06,0.000130141013766446,"C4 - C1",5.26824379220063
"WP_011132089.1...2908",-1.05834134419759,2.18014087677002,-6.46362328797326,1.96709107830483e-05,0.000396144167460854,2.83047323791522,"WP_011132089.1",21,-6.76946469711165,5.69230795473371e-06,0.00013420490010244,"C4 - C1",5.24471161255407
"WP_036930268.1...2909",1.94461822509766,-2.50746949513753,7.6082985973726,3.50201277413985e-06,0.000103893045632815,4.60663796269385,"WP_036930268.1",4,6.76212774992728,5.76487800739466e-06,0.00013420490010244,"C4 - C1",5.23920987852989
"WP_011132523.1...2910",-0.780500411987303,2.29909521738688,-5.98694760031789,4.25094546942047e-05,0.000687880266869858,2.03723263826741,"WP_011132523.1",51,-6.75431776924138,5.84319087524671e-06,0.00013420490010244,"C4 - C1",5.23334992667751
"WP_011131894.1...2911",0.978792826334635,-0.063520622253418,6.61760467974615,1.54388762930669e-05,0.000323308232960695,3.07990838133154,"WP_011131894.1",18,6.72120177842032,6.1878205617049e-06,0.00013986438856933,"C4 - C1",5.20846228873339
"WP_011132431.1...2912",-0.961233774820961,1.51639855702718,-6.14934922144365,3.25787175055829e-05,0.000563097759299773,2.31106485520029,"WP_011132431.1",29,-6.6879719370188,6.55505499648896e-06,0.000145849973671879,"C4 - C1",5.1834236602559
"WP_011133270.1...2913",1.72360928853353,1.00341561635335,6.30076904036267,2.55051139860192e-05,0.00047788529363278,2.56305018876494,"WP_011133270.1",18,6.66290601915804,6.84710322632706e-06,0.000147844944939458,"C4 - C1",5.16449312469785
"WP_011132709.1...2914",-3.77064450581869,-2.22971909840902,-6.46103979591671,1.97515701472757e-05,0.000396144167460854,2.82625991750521,"WP_011132709.1",4,-6.66246480755349,6.8523640210704e-06,0.000147844944939458,"C4 - C1",5.16415957388182
"WP_011131881.1...2915",1.13390032450358,2.23930009206136,6.14479613379172,3.28210070378379e-05,0.000563097759299773,2.30343802262823,"WP_011131881.1",27,6.62735584639677,7.28483155301409e-06,0.000154829852708837,"C4 - C1",5.13758048595882
"WP_011132562.1...2916",0.994550704956056,1.69929256439209,6.12283711832423,3.40164580514729e-05,0.000576659955539254,2.26661388717633,"WP_011132562.1",25,6.55156231166302,8.3185752057874e-06,0.000171866618076402,"C4 - C1",5.07995105270606
"WP_011132865.1...2917",-1.40406990051269,1.81539134979248,-6.19607969474048,3.01980654399395e-05,0.000530889446746591,2.38917458390421,"WP_011132865.1",20,-6.55093069685091,8.32780663432006e-06,0.000171866618076402,"C4 - C1",5.07946936738594
"WP_011132620.1...2918",1.27310562133789,3.10894578297933,6.28375210538619,2.62123312503278e-05,0.000478543073082908,2.5348919287728,"WP_011132620.1",17,6.51641872867965,8.84884319835018e-06,0.000179917708234549,"C4 - C1",5.05311350053499
"WP_011132560.1...2919",1.45308621724447,0.194511858622233,7.01603428651072,8.37175952019232e-06,0.00020554113028886,3.71001364248828,"WP_011132560.1",7,6.5086588853879,8.97061607068329e-06,0.000179917708234549,"C4 - C1",5.04717773009854
"WP_011132645.1...2920",1.63741874694824,-2.33786907196045,8.85671106632277,6.40850259352232e-07,3.14679575626751e-05,6.34878562632683,"WP_011132645.1",3,6.49654910049677,9.16415952274648e-06,0.000181246710560986,"C4 - C1",5.03790735954751
"WP_011131961.1...2921",0.998979568481445,1.67359892527262,5.96026470288316,4.44245788991887e-05,0.000707777468751762,1.99188883558256,"WP_011131961.1",29,6.47346393596088,9.54529192717313e-06,0.000186198571291706,"C4 - C1",5.02021078487936
"WP_011132033.1...2922",-1.5342763264974,1.05354544321696,-6.09019724947265,3.58787484463024e-05,0.00060107456220629,2.21175365608509,"WP_011132033.1",19,-6.44136067257636,1.01030328610092e-05,0.000194415118838879,"C4 - C1",4.99554823442721
"WP_011132868.1...2923",-1.10863558451335,2.73747755686442,-5.82548729209209,5.55838354067805e-05,0.000833172438097425,1.76133918903222,"WP_011132868.1",32,-6.35014458983714,1.18812558435634e-05,0.000225585444283123,"C4 - C1",4.92513765219118
"WP_011132694.1...2924",1.24329249064128,4.00102469126384,5.942692907481,4.57351254942707e-05,0.000707900203302625,1.96197383785625,"WP_011132694.1",20,6.26402632099001,1.38609907479087e-05,0.000259711195066079,"C4 - C1",4.85820572636405
"WP_011132757.1...2925",1.72394434611003,1.11567732493083,5.87114927855107,5.15053029100888e-05,0.00078126119594532,1.8397310431827,"WP_011132757.1",17,6.20620456894116,1.53809293379758e-05,0.000284447316588019,"C4 - C1",4.81301742304166
"WP_011132168.1...2926",-1.34917068481445,1.40286362965902,-5.87037221419431,5.15720171480759e-05,0.00078126119594532,1.83839940887299,"WP_011132168.1",18,-6.16334296074942,1.66191285680665e-05,0.00030340562924265,"C4 - C1",4.7793917523932
"WP_011131653.1...2927",1.55186335245768,-0.988881111145019,8.27471567577661,1.38326625417455e-06,5.79344454689576e-05,5.56060049472874,"WP_011131653.1",3,6.11601689783848,1.81077181350693e-05,0.000326397349675173,"C4 - C1",4.74213627435664
"WP_011132885.1...2928",-1.13451321919759,1.15774211883545,-5.61159097729782,7.97379463057337e-05,0.00110239646154723,1.39029792283452,"WP_011132885.1",30,-6.08896198939412,1.90204846729949e-05,0.000334300570508916,"C4 - C1",4.72077842072535
"WP_011132991.1...2929",1.80838775634766,-1.26423053741455,7.20611298829346,6.29821407664871e-06,0.000175856016571525,4.00292302644177,"WP_011132991.1",3,6.08282602733072,1.92340852512802e-05,0.000334300570508916,"C4 - C1",4.71592846336122
"WP_011132192.1...2930",1.30388387044271,1.43700567881266,6.6546489261786,1.4571810258593e-05,0.000316644736182464,3.13942204765597,"WP_011132192.1",7,6.08235873835718,1.92504542006539e-05,0.000334300570508916,"C4 - C1",4.71555901916792
"WP_011132671.1...2931",3.17617416381836,-0.98016783396403,5.64016152632758,7.59577238534724e-05,0.00107092870066678,1.44022136437516,"WP_011132671.1",22,6.05949039093813,2.00695140949537e-05,0.000344325157484506,"C4 - C1",4.69746314213309
"WP_011133282.1...2932",-0.839701970418297,3.74974295298258,-5.43103822687923,0.000108668055237036,0.00138529877260918,1.07225288737822,"WP_011133282.1",52,-6.04031372518216,2.07843037751017e-05,0.000352092748282095,"C4 - C1",4.68226451874957
"WP_011132561.1...2933",0.839672724405926,0.522215207417806,6.2360567470623,2.83068199149758e-05,0.000503861394486569,2.45575287674586,"WP_011132561.1",15,6.03422463432387,2.10167721938048e-05,0.000352092748282095,"C4 - C1",4.67743398317272
"WP_011132852.1...2934",-1.57181294759115,1.54561659495036,-5.58348632173445,8.364929587074e-05,0.00114535189730706,1.3410802842597,"WP_011132852.1",28,-6.02226114575676,2.14814301700453e-05,0.000355692518164471,"C4 - C1",4.66793680796865
"WP_011132216.1...2935",-1.79269599914551,0.529653231302897,-5.70925402738134,6.75719143875647e-05,0.000962224060878922,1.56049113606084,"WP_011132216.1",14,-5.99548876222684,2.25604199743371e-05,0.000369264805097196,"C4 - C1",4.64665281998836
"WP_011132578.1...2936",-1.14313761393229,1.39832604726156,-5.437595790833,0.000107444684954256,0.00138529877260918,1.08388054856267,"WP_011132578.1",51,-5.95637458705429,2.4239261206417e-05,0.000383768999032562,"C4 - C1",4.61548062125765
"WP_011133124.1...2937",2.05144691467285,-2.3168483098348,6.26896053060374,2.68438465291227e-05,0.000483868828575579,2.51038299821653,"WP_011133124.1",4,5.95322911936681,2.4379798647823e-05,0.000383768999032562,"C4 - C1",4.61296988553062
"WP_011132061.1...2938",0.949553807576497,0.763823254903158,6.06715004744499,3.7258132425024e-05,0.000614507778982863,2.1729266586831,"WP_011132061.1",14,5.95312974104112,2.43842525969163e-05,0.000383768999032562,"C4 - C1",4.61289055145275
"WP_036930312.1...2939",2.47993787129721,6.39999281565348,7.22328304046155,6.13977852583832e-06,0.000174860892415875,4.02913997356252,"WP_036930312.1",601,5.95000869051134,2.45245638426708e-05,0.000383768999032562,"C4 - C1",4.61039870759351
"WP_011132607.1...2940",1.38696352640788,1.34725170135498,5.57659617868004,8.46385515736456e-05,0.00114785997562735,1.32899772328744,"WP_011132607.1",20,5.91362140353346,2.62237894866464e-05,0.000405898654662875,"C4 - C1",4.58130455008973
"WP_042116110.1...2941",1.75085194905599,1.92871875762939,5.80642888944006,5.7385175979853e-05,0.000842438047374337,1.72853456293716,"WP_042116110.1",8,5.86595561467906,2.86369026465631e-05,0.00043487090647153,"C4 - C1",4.54307395690363
"WP_011132278.1...2942",-1.02397219340007,2.2690570195516,-6.48008528761678,1.91650403057223e-05,0.000395521991236936,2.85729853083753,"WP_011132278.1",9,-5.86464612734438,2.87063660170813e-05,0.00043487090647153,"C4 - C1",4.54202178202872
"WP_011132003.1...2943",1.34324455261231,0.0212039311726888,5.95465881260727,4.48383385029884e-05,0.000707777468751762,1.98234979639134,"WP_011132003.1",9,5.8426125296031,2.99018053791362e-05,0.000448212324840947,"C4 - C1",4.5243025895175
"WP_011132504.1...2944",-0.768528620402017,1.9124490737915,-5.23871379586508,0.000151862603927254,0.00177256022944598,0.728713812200158,"WP_011132504.1",58,-5.83297082549364,3.0441087899035e-05,0.000451542803835686,"C4 - C1",4.51653983087304
"WP_011133236.1...2945",-1.13630930582682,3.19469496409098,-5.48230261100008,9.94791002132163e-05,0.00132390877293103,1.16300054562006,"WP_011133236.1",22,-5.82205704003088,3.10637379910415e-05,0.000456028483497352,"C4 - C1",4.50774628552938
"WP_011132598.1...2946",2.09054247538249,-0.450893974304199,5.48470034579224,9.90697505464287e-05,0.00132390877293103,1.16723639803326,"WP_011132598.1",10,5.73218894603575,3.67222208401867e-05,0.000533596351800264,"C4 - C1",4.43507106196228
"WP_036930563.1...2947",-1.33561007181803,0.806766064961751,-5.44475716496467,0.000106125115963348,0.00138529877260918,1.0965723327248,"WP_036930563.1",17,-5.71180797793693,3.81484202617066e-05,0.000548720711643134,"C4 - C1",4.41852344161025
"WP_011132019.1...2948",2.22471872965495,-5.12686837514241,6.28660067061211,2.6092521310609e-05,0.000478543073082908,2.53960833850459,"WP_011132019.1",2,5.66378542379326,4.17409715604415e-05,0.000594391435020686,"C4 - C1",4.37943744653966
"WP_011132874.1...2949",-0.967088063557943,2.28113079071045,-5.4151894529519,0.000111685341621475,0.00138529877260918,1.04412677040647,"WP_011132874.1",18,-5.59710434217345,4.73213247651763e-05,0.000667183826392189,"C4 - C1",4.32494310575686
"WP_011132182.1...2950",1.26194953918457,1.05668888092041,5.42338357547214,0.000110114554156083,0.00138529877260918,1.05867267882129,"WP_011132182.1",14,5.58611412799352,4.83129093870674e-05,0.000672869065350878,"C4 - C1",4.31593680865913
"WP_011131659.1...2951",-1.36824798583984,-0.165894381205241,-5.41421058011887,0.000111874549754253,0.00138529877260918,1.04238851560815,"WP_011131659.1",13,-5.58221784980502,4.8669602339284e-05,0.000672869065350878,"C4 - C1",4.31274220219619
"WP_036930968.1...2952",-0.793650309244794,0.846344566345214,-5.18337964806684,0.000167369257453414,0.00190667058090929,0.628985851916034,"WP_036930968.1",26,-5.57010650077167,4.9795904282812e-05,0.000681820843256964,"C4 - C1",4.3028063765279
"WP_011133192.1...2953",2.62923208872477,-4.36369959513346,5.73865083295745,6.43039273480214e-05,0.000934375434118188,1.61146390511054,"WP_011133192.1",2,5.51375927298841,5.54025962523037e-05,0.000739514941470405,"C4 - C1",4.25646988307609
"WP_011132552.1...2954",-0.86830012003581,1.97057069142659,-5.42581376808918,0.000109653150809564,0.00138529877260918,1.0629849555568,"WP_011132552.1",17,-5.50893686504651,5.59118950098614e-05,0.000739514941470405,"C4 - C1",4.25249578804218
"WP_011131683.1...2955",0.969741185506186,-0.692998695373535,5.08206021057639,0.000200196461502871,0.00208040317659802,0.445376436570958,"WP_011131683.1",29,5.50817022173431,5.59933068604593e-05,0.000739514941470405,"C4 - C1",4.25186388312404
"WP_011132187.1...2956",1.24615351359049,2.03403085072835,5.08868762608398,0.000197856534435953,0.00208040317659802,0.457425700032003,"WP_011132187.1",30,5.50729116554498,5.60868073587105e-05,0.000739514941470405,"C4 - C1",4.25113928072426
"WP_011131868.1...2957",-0.931509653727215,0.541928927103679,-5.11062023119037,0.000190314079395794,0.00205308522014857,0.497262379900846,"WP_011131868.1",26,-5.49449598160749,5.74662327276415e-05,0.000750751517469372,"C4 - C1",4.24058727266314
"WP_011131863.1...2958",0.782158533732099,1.72059116363525,4.93700343002383,0.000259326544650146,0.00255681267133379,0.180306840127637,"WP_011131863.1",44,5.48125661453029,5.89306005420794e-05,0.000762883410653828,"C4 - C1",4.2296591331322
"WP_011132890.1...2959",-2.01695696512858,0.337343406677246,-5.21498837783015,0.000158319115360193,0.00183289772579606,0.68600169075679,"WP_011132890.1",11,-5.4761126025439,5.95099474722216e-05,0.000763442929733725,"C4 - C1",4.22541043307472
"WP_011132584.1...2960",-1.41887728373209,1.1838841120402,-5.29199797221161,0.000138344257303309,0.00168377967863172,0.824375699705273,"WP_011132584.1",12,-5.4518336421078,6.23251129636826e-05,0.000792419293395393,"C4 - C1",4.2053369256688
"WP_011132202.1...2961",1.63863627115885,-3.00081704457601,6.34485677127839,2.37647471870532e-05,0.000451213333258183,2.63581398283101,"WP_011132202.1",3,5.41429588259458,6.69521386151413e-05,0.000843715445911161,"C4 - C1",4.17423554600192
"WP_011132553.1...2962",2.57054074605306,5.63148746490479,5.26871780940045,0.000144088940506812,0.0017098554273475,0.78262556408661,"WP_011132553.1",315,5.4091899176327,6.7608464433623e-05,0.000844512748714729,"C4 - C1",4.16999892792392
"WP_011133326.1...2963",-1.07789039611816,1.92475719451904,-5.26898261780463,0.000144022212828873,0.0017098554273475,0.783100859940251,"WP_011133326.1",15,-5.4003779262018,6.87568823091863e-05,0.000851389568767664,"C4 - C1",4.16268382405325
"WP_036930795.1...2964",-2.36708863576253,-2.98374188741048,-5.46176117065046,0.000103059407119673,0.00135885736794828,1.12668040587023,"WP_036930795.1",3,-5.3445706797584,7.65146484247283e-05,0.000939283270317355,"C4 - C1",4.11625541293756
"WP_011132779.1...2965",1.72666358947754,-2.09187628428141,6.64043298484847,1.48983127276861e-05,0.000316644736182464,3.11660597583743,"WP_011132779.1",2,5.34003137337394,7.71842484249272e-05,0.000939404869718772,"C4 - C1",4.11247132039117
"WP_011132625.1...2966",-2.76470502217611,-2.34145590464274,-4.97026211508432,0.000244327065211454,0.0024402393020346,0.24130636900242,"WP_011132625.1",9,-5.26235540955995,8.96310517601402e-05,0.00108164930259695,"C4 - C1",4.04754150739327
"WP_011133210.1...2967",-0.89673678080241,1.5062406539917,-5.33216633410799,0.000128987972027535,0.00158343855316561,0.896247231349441,"WP_011133210.1",13,-5.23308943594823,9.48436435768098e-05,0.00113493570128888,"C4 - C1",4.02299177022625
"WP_011132316.1...2968",-0.860964457194009,1.07631117502848,-4.84696756710331,0.00030493605920157,0.00286304925534379,0.0145202028359126,"WP_011132316.1",27,-5.22845666469744,9.56970866976137e-05,0.00113560542881168,"C4 - C1",4.01910128323056
"WP_011132275.1...2969",-0.963467280069988,1.3502477645874,-5.10186717866925,0.000193287591143971,0.00205771476911913,0.481371183639588,"WP_011132275.1",15,-5.18732155065459,0.000103632063102583,0.00121813173518187,"C4 - C1",3.98450585584392
"WP_011132490.1...2970",0.905608495076497,4.73370952606201,4.80745005292652,0.000327517328153037,0.0029896453544226,-0.0585399723615883,"WP_011132490.1",88,5.18370027267507,0.0001043624098962,0.00121813173518187,"C4 - C1",3.98145590089668
"WP_011132185.1...2971",1.43227895100912,2.61696999867757,5.17037367566817,0.000171248400607242,0.00192013954696624,0.60548882395425,"WP_011132185.1",8,5.16685225433187,0.000107830925562633,0.00124838404879015,"C4 - C1",3.9672566670244
"WP_011132870.1...2972",-0.792940775553387,2.37130209604899,-4.74639217019301,0.000365881650960254,0.0032768268614302,-0.171769043423338,"WP_011132870.1",27,-5.12144602265907,0.000117784137560788,0.00135261783779486,"C4 - C1",3.9289131937058
"WP_011131646.1...2973",0.764788945515954,2.2774871190389,4.93480840346898,0.000260349604875982,0.00255681267133379,0.176276336049281,"WP_011131646.1",20,5.11626408140558,0.000118978835542546,0.00135540689450068,"C4 - C1",3.92453028587266
"WP_011131876.1...2974",-0.640666325887046,1.85392500559489,-4.56958244993411,0.000505567613963758,0.00412263590113832,-0.501918544619751,"WP_011131876.1",61,-5.09393266777634,0.000124272209917598,0.00140447322954492,"C4 - C1",3.90562597858923
"WP_011132306.1...2975",-0.75141207377116,-0.554945437113444,-5.11405603828512,0.000189159968362378,0.00205308522014857,0.503497491245464,"WP_011132306.1",16,-5.08547793054816,0.000126339202869488,0.00140651670916809,"C4 - C1",3.89846186759105
"WP_011132698.1...2976",-0.906234105428061,1.29704977671305,-4.65340092773783,0.000433506547795497,0.00369648697042388,-0.344998908752119,"WP_011132698.1",34,-5.08229857857324,0.000127125632897744,0.00140651670916809,"C4 - C1",3.89576687191924
"WP_011132791.1...2977",-1.22119331359863,6.73638095855713,-4.66799951812032,0.000422086959620714,0.00362079415963793,-0.317742673000026,"WP_011132791.1",45,-5.08112905323139,0.000127416190647952,0.00140651670916809,"C4 - C1",3.8947753831286
"WP_011132591.1...2978",2.87783940633138,-2.3178871790568,4.83107469445924,0.000313816647931168,0.00290178510814275,-0.0148412785409153,"WP_011132591.1",6,5.06933159077677,0.00013038576518679,0.00142369754586645,"C4 - C1",3.8847698199406
"WP_011133328.1...2979",1.15666325887044,-1.05001735687256,6.69049386868716,1.37816309007309e-05,0.000306641287541261,3.19682681333942,"WP_011133328.1",4,5.06703470877833,0.000130972175918894,0.00142369754586645,"C4 - C1",3.88282095723248
"WP_011133042.1...2980",0.919742584228518,0.875432904561361,5.00750064941197,0.000228599192984138,0.00232518036292438,0.309448198207342,"WP_011133042.1",14,5.03118661496347,0.000140485427348181,0.00151553976169552,"C4 - C1",3.85236872309347
"WP_011131898.1...2981",1.68648020426432,-3.62114137013753,6.06249149788241,3.75436634631384e-05,0.000614507778982863,2.16506949320843,"WP_011131898.1",2,5.01724968052658,0.00014437383420757,0.00154577699181639,"C4 - C1",3.8405115095985
"WP_011132515.1...2982",1.10696919759115,-1.578963915507,5.25826611122365,0.000146748566823109,0.00172702445583559,0.76385892726429,"WP_011132515.1",8,5.00803199688911,0.000147006387238709,0.00156221713005911,"C4 - C1",3.83266379530446
"WP_011132238.1...2983",-0.960225423177084,0.287544314066569,-4.99716796042327,0.000232854613332375,0.00235166644954115,0.290557423241562,"WP_011132238.1",13,-5.00400916669871,0.000148170764452555,0.00156292717466991,"C4 - C1",3.82923747847176
"WP_011132915.1...2984",-0.879144668579102,-0.120971997578939,-5.73008490816718,6.52387069302488e-05,0.000938383016855296,1.59662322988896,"WP_011132915.1",8,-4.99952986291849,0.000149478457359131,0.00156512737705443,"C4 - C1",3.8254213927857
"WP_011132606.1...2985",0.98583984375,-0.20702444712321,4.89924723890118,0.000277522002101195,0.00268292827174302,0.110899904389179,"WP_011132606.1",14,4.97609313523581,0.000156517191914648,0.00162686482690846,"C4 - C1",3.80543795240765
"WP_011132161.1...2986",-0.808882395426432,3.17582518259684,-4.49658055025855,0.000578417321398618,0.00455064235177697,-0.639160757707327,"WP_011132161.1",40,-4.94917495559484,0.000165024574078839,0.00169555945661631,"C4 - C1",3.78245137946987
"WP_011132186.1...2987",2.17843055725098,4.56087347666422,4.62006597752524,0.000460799045820717,0.0038827091198148,-0.407320212242707,"WP_011132186.1",129,4.94321684848621,0.000166971165943412,0.00169555945661631,"C4 - C1",3.77735852018685
"WP_011131926.1...2988",0.998192469278972,1.15556252797445,4.72809558616749,0.000378264717002186,0.0033456456957212,-0.205779394128942,"WP_011131926.1",18,4.94193412439468,0.000167393334053324,0.00169555945661631,"C4 - C1",3.77626184049748
"WP_011132140.1...2989",-0.799386342366537,0.00213769276936849,-4.89660580973714,0.000278843668692392,0.00268292827174302,0.106037927127596,"WP_011132140.1",16,-4.93840726482771,0.000168559765249943,0.00169555945661631,"C4 - C1",3.7732460822334
"WP_011132267.1...2990",-1.29572041829427,0.562536811828613,-4.73691693595048,0.000372241047480606,0.00331294532257739,-0.189377384840422,"WP_011132267.1",14,-4.9368433708763,0.00016907966491539,0.00169555945661631,"C4 - C1",3.77190862153347
"WP_011132331.1...2991",1.25928052266439,0.404238446553549,4.86889231956837,0.0002931115788622,0.00280128112952867,0.0549778439990094,"WP_011132331.1",10,4.92633945317943,0.000172614650582476,0.00171714891654017,"C4 - C1",3.76292234652866
"WP_011132746.1...2992",-0.900743484497072,4.50357265472412,-4.64474566940096,0.000440427813152637,0.00373315003529378,-0.361169227099104,"WP_011132746.1",22,-4.92332164920025,0.000173644272459118,0.00171714891654017,"C4 - C1",3.76033953703172
"WP_011132912.1...2993",1.1370194753011,-0.911375745137532,5.80656562853242,5.73720357840745e-05,0.000842438047374337,1.72877010656566,"WP_011132912.1",5,4.91321164941222,0.000177139949318181,0.00173963646778682,"C4 - C1",3.75168348391495
"WP_011133153.1...2994",-1.01815668741862,-1.67105757395426,-4.84575126388252,0.000305606381188382,0.00286304925534379,0.0122741484119642,"WP_011133153.1",13,-4.90665590212558,0.00017944534794856,0.00173997969598367,"C4 - C1",3.74606779610176
"WP_011132074.1...2995",1.58442624409994,-3.99574794769287,7.73043324206866,2.9420404285716e-06,9.30992348952437e-05,4.78573528075733,"WP_011132074.1",1,4.90616648685605,0.000179618690526404,0.00173997969598367,"C4 - C1",3.74564847407104
"WP_011133119.1...2996",-0.784275690714519,-0.435711097717285,-5.62608825976682,7.77957387064474e-05,0.00108608952860766,1.4156439919532,"WP_011133119.1",9,-4.89165502133635,0.000184837514598338,0.00177264464369223,"C4 - C1",3.73320987981728
"WP_011132114.1...2997",-1.03193092346192,1.89687061309815,-4.71520757894298,0.000387247742624232,0.00336244381400553,-0.2297579674231,"WP_011132114.1",16,-4.8895927610213,0.000185591743473836,0.00177264464369223,"C4 - C1",3.7314413483947
"WP_011133218.1...2998",-0.719700495402018,0.399358050028483,-4.56842623859684,0.00050664415919888,0.00412263590113832,-0.504088116968674,"WP_011133218.1",25,-4.88650973797774,0.000186725208254098,0.00177264464369223,"C4 - C1",3.72879704752156
"WP_011131840.1...2999",1.10888481140137,3.2602814356486,4.76518410411993,0.000353600650300872,0.00318688181030659,-0.136876157509253,"WP_011131840.1",13,4.87714619765994,0.000190211570103036,0.00179378328362069,"C4 - C1",3.72076306952754
"WP_011132078.1...3000",1.25694592793783,-0.105893135070801,4.82363677688882,0.000318064712568591,0.0029220912948237,-0.0285924345178117,"WP_011132078.1",9,4.83638059115662,0.000206188532936782,0.00193166099277617,"C4 - C1",3.68573549143252
"WP_071812974.1...3001",4.24491532643636,-7.50380573272705,4.70023568399933,0.000397961775318081,0.0034345307154724,-0.257636226270872,"WP_071812974.1",1,4.8309612146439,0.000208414152675508,0.00193975002228708,"C4 - C1",3.68107279295322
"WP_011132792.1...3002",-1.1987902323405,7.23700745900472,-4.57645222339263,0.000499219837428749,0.00410918525143664,-0.489030516916555,"WP_011132792.1",137,-4.81159817947262,0.000216570028809334,0.00200256961704215,"C4 - C1",3.66440164569476
"WP_011131812.1...3003",1.16307957967123,-1.63786614735921,5.02939136591595,0.000219849111130958,0.00225226715288118,0.349427232750124,"WP_011131812.1",7,4.78914460274882,0.00022643996644804,0.00208032588530328,"C4 - C1",3.64504691813752
"WP_036930685.1...3004",1.17544110616048,-0.0935290654500326,4.52911093824049,0.000544698717162324,0.00435758973729859,-0.57794006093212,"WP_036930685.1",18,4.78021908068927,0.000230490751839566,0.00210396686294578,"C4 - C1",3.63734649546141
"WP_036930317.1...3005",-0.721961339314783,1.34253609975179,-4.4650232488309,0.000613192743591927,0.00473088126865135,-0.698646437581254,"WP_036930317.1",24,-4.75404206348498,0.00024280599658297,0.00220226585435764,"C4 - C1",3.61474059168766
"WP_011132839.1...3006",0.581633249918617,1.97193775177002,4.33284157408437,0.000784034540296822,0.00580178964598676,-0.948791024610188,"WP_011132839.1",29,4.73010338278735,0.000254659970052938,0.00229516327440117,"C4 - C1",3.59403931632968
"WP_036930981.1...3007",1.68895785013835,-4.81023909250895,6.42302566475876,2.09795896463667e-05,0.000414929661894807,2.76415593808171,"WP_036930981.1",1,4.72598829814299,0.000256756804581785,0.00229950748254379,"C4 - C1",3.5904780378839
"WP_011133276.1...3008",-0.801816940307616,0.760399436950683,-4.32850195899354,0.000790412353456061,0.00580178964598676,-0.957029098800123,"WP_011133276.1",32,-4.72170128701607,0.000258960109482024,0.00230474497439001,"C4 - C1",3.58676712999632
"WP_011131862.1...3009",-1.24156443277995,5.90686562856038,-4.33119802326779,0.000786443755942274,0.00580178964598676,-0.951910862002977,"WP_011131862.1",47,-4.70599393327905,0.000267200163959826,0.00236331076694902,"C4 - C1",3.57316327970388
"WP_011132044.1...3010",-1.22123209635417,0.0348577499389649,-4.50775049445504,0.000566602467663125,0.00450749672599044,-0.61812796380703,"WP_011132044.1",13,-4.67269761482828,0.000285569418186359,0.00250217499509299,"C4 - C1",3.54428830328259
"WP_011132014.1...3011",1.11158307393392,-0.00826765696207684,5.12194149128617,0.000186538702339042,0.00204331624715997,0.517802003078565,"WP_011132014.1",6,4.67121882954143,0.000286414693960784,0.00250217499509299,"C4 - C1",3.54300470514076
"WP_011132673.1...3012",1.77278709411621,-1.53733412424723,4.50164850322885,0.000573025505150073,0.0045332684407428,-0.629616420409211,"WP_011132673.1",8,4.66406547808456,0.000290539957664951,0.00252273719338347,"C4 - C1",3.53679413108761
"WP_011131681.1...3013",0.792306900024415,0.428706041971842,4.47312566231522,0.000604062812285942,0.00470046691090263,-0.683364415850903,"WP_011131681.1",19,4.64998408343579,0.000298839622846756,0.00257907650262897,"C4 - C1",3.52456182036782
"WP_011131783.1...3014",0.801940282185876,1.37449868520101,4.222650406168,0.000963711307143951,0.00672696148780963,-1.15843986447328,"WP_011131783.1",50,4.64474593076992,0.000301988756082147,0.00259055414856011,"C4 - C1",3.52000922678584
"WP_011131853.1...3015",-1.03954950968425,4.29701951344808,-4.28858655971618,0.00085164399970168,0.00612495482613734,-1.0328746892986,"WP_011131853.1",27,-4.62139035789075,0.000316449620113175,0.0026983488565339,"C4 - C1",3.49969542134463
"WP_011132794.1...3016",-0.667078653971354,-0.165052731831868,-4.33333396443434,0.000783314247394319,0.00580178964598676,-0.947856398326585,"WP_011132794.1",23,-4.58186141216318,0.000342562986811221,0.00290362912630464,"C4 - C1",3.46525956341379
"WP_011132851.1...3017",-0.986211140950524,1.96678104400635,-4.96860611341205,0.000245052120920609,0.0024402393020346,0.238272226576387,"WP_011132851.1",7,-4.5575834225983,0.000359686491229773,0.00302657474429409,"C4 - C1",3.44407587270285
"WP_011131764.1...3018",0.789295832316077,-1.85968379974365,4.89730819293047,0.000278491586273475,0.00268292827174302,0.107330856392424,"WP_011131764.1",10,4.55533148572241,0.000361318614136233,0.00302657474429409,"C4 - C1",3.44210966420443
"WP_011132850.1...3019",-1.00265566507975,-0.791815121968588,-4.76529001897512,0.000353532658223177,0.00318688181030659,-0.136679605114884,"WP_011132850.1",8,-4.53799310504151,0.000374141653605741,0.00311565915049459,"C4 - C1",3.42696393862323
"WP_011132875.1...3020",-0.887100855509441,-0.212718900044759,-4.61477958949163,0.000465288110384148,0.00389747217168839,-0.417213927546019,"WP_011132875.1",11,-4.52492098195204,0.000384116968874216,0.00318013118416793,"C4 - C1",3.41553650687894
"WP_036930884.1...3021",1.01712481180827,0.321700859069824,5.07808974637864,0.00020161210559728,0.00208040317659802,0.43815515742481,"WP_036930884.1",6,4.5216102945074,0.000386686299491345,0.00318289763280737,"C4 - C1",3.41264121494714
