gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,na_pvalue,na_padj,significant,direction,status
TX50_RS00020...1,1911.2134214117261,0.6136650648011143,0.2581292883247432,2.377355428296398,0.01743727692842052,0.04548961933162811,longtermvsP1,FALSE,FALSE,TRUE,up,up
TX50_RS00025...2,129.7267810834447,-0.6192646275095764,0.2689840911195742,-2.3022351430973234,0.021321915117090664,0.05363417937436666,longtermvsP1,FALSE,FALSE,FALSE,down,no_significant
TX50_RS00030...3,1008.790198462983,1.0030374758662879,0.2644476094370788,3.792953462507836,1.4886606373033307e-4,9.165187323664172e-4,longtermvsP1,FALSE,FALSE,TRUE,up,up
TX50_RS00035...4,436.52573049078154,0.028492543970795283,0.19457898164202148,0.146431766321065,0.883580551679851,0.9175385455094137,longtermvsP1,FALSE,FALSE,FALSE,up,no_significant
TX50_RS00040...5,836.8079504884151,0.04773141954222274,0.22365749829751197,0.21341300830759458,0.8310048350497905,0.8851591293754112,longtermvsP1,FALSE,FALSE,FALSE,up,no_significant
TX50_RS00045...6,162.04778179795971,0.40479430592325455,0.3337465918430614,1.2128792197932081,0.22517600157586906,0.3343248190599921,longtermvsP1,FALSE,FALSE,FALSE,up,no_significant
TX50_RS00050...7,364.4287619302709,1.5659696687629496,0.3167795656553773,4.943404936878281,7.676979296079216e-7,9.711904630039939e-6,longtermvsP1,FALSE,FALSE,TRUE,up,up
TX50_RS00055...8,1881.381554903057,0.6559694741045959,0.28354465169413495,2.3134609317625316,0.02069731036648009,0.05243301715490505,longtermvsP1,FALSE,FALSE,FALSE,up,no_significant
TX50_RS00060...9,163.35588032998203,-0.3811122216226747,0.30299805259785884,-1.2578041949612446,0.20846257821876432,0.31715846949757637,longtermvsP1,FALSE,FALSE,FALSE,down,no_significant
TX50_RS00065...10,217.24777771246605,0.008203655924680168,0.22518753864170402,0.03643032813522159,0.9709392318688946,0.9810310510185167,longtermvsP1,FALSE,FALSE,FALSE,up,no_significant
TX50_RS00070...11,117.64445387691146,-0.4186750126868034,0.2197792738095717,-1.9049795070738353,0.05678273501494422,0.11682853499393213,longtermvsP1,FALSE,FALSE,FALSE,down,no_significant
TX50_RS00075...12,321.69076290321453,-0.3049548562388577,0.27411479125204824,-1.1125078469714977,0.2659198581632996,0.37921732227883576,longtermvsP1,FALSE,FALSE,FALSE,down,no_significant
TX50_RS00080...13,3731.197555154917,0.049425318448178795,0.2421952135216102,0.2040722346635837,0.8382970512797215,0.8893363892668843,longtermvsP1,FALSE,FALSE,FALSE,up,no_significant
TX50_RS00085...14,152.214865749413,1.264525761480966,0.3603030427965703,3.509617214625984,4.4875221657903077e-4,0.0022708091617026573,longtermvsP1,FALSE,FALSE,TRUE,up,up
TX50_RS00090...15,484.41315959319763,1.3825654446724325,0.2095808910420133,6.596810605196247,4.200968604933421e-11,1.7242642251804506e-9,longtermvsP1,FALSE,FALSE,TRUE,up,up
TX50_RS00095...16,2005.5983256409686,0.4768546963403567,0.28051203400931607,1.6999438117671626,0.08914149492478297,0.16497428970548514,longtermvsP1,FALSE,FALSE,FALSE,up,no_significant
TX50_RS00100...17,797.2286011515466,0.8647465998968308,0.19487499055591104,4.437442677636609,9.103395372439187e-6,8.12269142651941e-5,longtermvsP1,FALSE,FALSE,TRUE,up,up
TX50_RS00105...18,122.61403320410712,0.868327089282118,0.23603244189233585,3.6788463582400164,2.3429135128107402e-4,0.0013194318874716357,longtermvsP1,FALSE,FALSE,TRUE,up,up
TX50_RS00110...19,118.48371371296325,1.5647235419576584,0.4128752182572183,3.7898218947663915,1.5075533820877102e-4,9.220036744092718e-4,longtermvsP1,FALSE,FALSE,TRUE,up,up
TX50_RS00115...20,1285.6215432364038,-0.7172228499898415,0.24585111278819202,-2.9173056890238693,0.0035306955888825616,0.012687149324253097,longtermvsP1,FALSE,FALSE,TRUE,down,down
TX50_RS00120...21,42.339481703011565,0.5617848735483493,0.36869183823833634,1.523724735086732,0.12757748784525977,0.21617946793595852,longtermvsP1,FALSE,FALSE,FALSE,up,no_significant
TX50_RS00125...22,155.75629339921082,0.4165551513372914,0.2873251391144111,1.449769249642377,0.1471228772909867,0.24414730849636335,longtermvsP1,FALSE,FALSE,FALSE,up,no_significant
TX50_RS00130...23,4439.613777640853,-1.8563192109675923,0.37043423067668535,-5.011197824716652,5.409227150741306e-7,7.187656508934671e-6,longtermvsP1,FALSE,FALSE,TRUE,down,down
TX50_RS00135...24,234.41986013869922,0.3141747300349295,0.17797452084907064,1.7652792575930685,0.07751684382199366,0.14801094547059276,longtermvsP1,FALSE,FALSE,FALSE,up,no_significant
TX50_RS00140...25,1824.0204507473718,-0.33128138442196225,0.33593783840583297,-0.9861389416388235,0.3240649366172072,0.43849665782562763,longtermvsP1,FALSE,FALSE,FALSE,down,no_significant
TX50_RS00145...26,820.0887505729042,-0.6091313423200753,0.2525063188817077,-2.4123409862286915,0.015850449816620527,0.04230604163482387,longtermvsP1,FALSE,FALSE,TRUE,down,down
TX50_RS00150...27,996.0900424406376,-0.3775971639706135,0.18601356427622046,-2.0299442432590635,0.04236220715631583,0.09438238433982549,longtermvsP1,FALSE,FALSE,FALSE,down,no_significant
TX50_RS00155...28,150.45836038586063,0.3592273061174751,0.25231691126111583,1.42371474160018,0.15452906459421692,0.25302764388787113,longtermvsP1,FALSE,FALSE,FALSE,up,no_significant
TX50_RS00160...29,186.39220490896807,-1.0168645097084146,0.27865925140410003,-3.649132424581878,2.631274463426549e-4,0.0014550739887512383,longtermvsP1,FALSE,FALSE,TRUE,down,down
