"","A1A","A1B","A1C","A2A","A2B","A2C","A3A","A3B","A3C","C1A","C1B","C1C","C2A","C2B_1","C2C_1","C3A_1","C3B","C3C_1","C4A","C4B","C4C","C5A","C5B","C5C"
"ACZ81_RS00230",9.88899060418882,9.25022323542188,9.450496324782,9.03282119997945,9.19641943775268,9.22616814049802,9.50983417500086,9.11972389479359,8.75850118856871,9.22408222919351,9.30528435754884,9.07884254010769,8.87027846006274,9.34447078217722,9.28837039822449,9.35592818797706,10.4356392052827,9.4518194215843,9.39333405884597,9.45453022013844,9.9918147287036,9.19569500356394,9.19967255820924,9.20737341078707
"ACZ81_RS00235",10.3626865829099,9.99311814703674,9.88973244021496,10.1594273342394,9.75330534424568,9.69031651660713,9.89875752770308,9.99864840141066,9.99014610510246,10.2006160338999,9.68621752517534,9.71239658004612,10.1586844342202,10.2106349960514,9.96695469380115,10.0020449654517,10.4461859144039,10.1080446473191,10.3279751704872,10.1279337265422,10.5449948393612,10.045813953964,10.4287289475698,9.99633041812788
"ACZ81_RS00240",6.66153135763362,7.12180226364751,7.21614086344431,7.14842960536551,7.42984920537127,7.33095710902285,6.93172637063735,6.76113690844188,7.05722592660784,7.37561841663505,7.31792909668275,6.76316342844487,6.96295339677111,6.76346087185954,7.13339289820671,7.22777730420501,7.27744725160343,7.03342370910933,6.64681086527174,7.29357266934096,7.25575428575527,6.77193978304938,6.62749178272537,6.88413875884951
"ACZ81_RS00245",13.7643767902379,13.4472474427266,13.5475437088244,13.5571116531724,13.5725774435311,13.7383106541105,13.8217303451054,13.1400430817899,12.8281754429022,14.0771618230124,13.9195649235563,13.9784797454217,12.4521222500107,13.524745067799,13.906703400182,13.346400455895,14.439527232752,13.4604155016792,13.6543649268008,13.7389125388679,14.9693595340608,13.8311803234808,13.8858736087837,13.7161153883862
"ACZ81_RS00250",7.02367605547439,7.74297469780126,8.09448275456985,8.23277044423846,8.65478460784187,7.96645372056332,7.74503294999674,8.84341227535243,8.47322868990365,8.06483751649176,7.44853176705212,8.27324410246532,8.6578244215169,7.96690417905243,7.81749052927217,8.42691248796459,7.31341121681283,8.49325088656841,7.67769779137716,7.4135608875256,7.04536996622983,7.9839588270102,8.377978531881,7.55445118351829
"ACZ81_RS00255",6.91001887314873,6.83016751488119,6.04409735198,7.82967074912974,7.38921082284645,6.62980394082996,6.3828601837183,7.27307169510894,6.87194583873285,6.7283972686702,6.04567109697046,7.25212083561371,7.75378020211478,7.04612180608794,6.9763314177491,7.39163719918953,7.18727274168508,6.85553211975442,6.01755615275822,6.2058125444133,6.67085455033879,7.00793669644131,7.22795727784158,6.88413875884951
"ACZ81_RS00260",8.71996560869727,8.87181470677526,7.90413311228732,8.63868086537419,8.37198556427147,8.35725458461602,8.47061286583041,8.45261865420336,8.34092074159464,8.29903101331763,8.40217583050767,9.19728631456602,9.30361443272291,8.98103897578099,8.79416693538875,8.83698171131513,8.35779210106375,8.46646083487973,8.49935137030104,8.16943150335424,8.56490348058978,8.60635907733031,8.4206916126294,8.79822251286643
"ACZ81_RS00265",11.2201954678337,11.271400178342,12.2512989952225,11.4831459746673,12.5830256340411,11.9205545833143,12.6737020646775,12.8687369968685,11.886816185242,11.2767785809999,10.4484746300504,11.2158109259194,11.7113614220882,12.4657837216892,12.5533150014945,12.4889171498186,13.6313298182368,12.2535704215224,12.4330065038174,11.9557520840341,13.9681266458787,12.4990384204096,12.6542604818228,11.7248981402266
"ACZ81_RS00270",10.2416098112868,10.2243808644216,11.2995650422588,10.0007958952668,11.3843713801591,10.9257329037934,11.5731864491869,11.762027286786,10.9346597967383,10.4696937398338,9.06217801084884,9.98541749237602,10.701718433697,11.4271687671171,11.4950318905079,11.4754201806985,12.6517898900591,11.2557313979583,11.3727300922953,10.8151718985792,12.9011480218384,11.5940151040857,11.5511154906266,10.5355719458729
"ACZ81_RS00275",8.58667583643881,8.7422240154553,9.99789011839949,8.69292437412924,8.50709290179926,8.34196064949832,8.64398844023748,8.51242249346906,8.85504211026797,9.09121530589348,8.91955975107748,7.92193200487276,7.821505652107,7.99448117477808,7.81749052927217,7.88340815155181,8.1863513279134,8.25013872485587,8.14631810729448,8.3386266881089,8.74648479253394,7.81789144282851,7.6303381000145,7.57934592216094
"ACZ81_RS00280",8.91302998842837,9.33782581882821,9.53499732670445,8.4995106362493,8.71513360291282,8.80065078414521,8.36610879323588,8.81417227014642,8.8676790314724,8.86850098710332,9.27044823006396,9.05812049920219,8.55131546357464,7.90181506157094,8.0450681439594,8.08479571637163,7.73518695637074,8.17174085622329,8.30982820089169,8.27100651003491,8.31511353011308,8.39115047262907,8.26317435034622,8.23007964109765
"ACZ81_RS00285",7.96765364130122,7.97943486983798,7.25660211839929,8.11052125267205,8.58821767500291,8.29904581291009,8.38836073544331,8.45756111651354,8.49200939265281,8.1034387658532,7.44853176705212,7.95221538970025,8.16500795837582,8.34286511413787,8.34490055170549,8.20598857178627,7.78209886295003,8.45482520323861,8.15227637247449,8.62252005755826,7.74806776598865,8.25339329860336,8.28014551506537,8.05787181957793
"ACZ81_RS00290",8.13560392100979,8.03099897140811,8.56558167917681,7.48043085133088,7.36426474676442,7.453575547343,7.79589000407262,7.59987712194083,7.30612308829073,7.91010619547034,8.14434931626116,7.79399826070047,7.06828038910006,7.6326284444084,7.9638813673808,7.66758645752134,8.58923057850806,7.69262371846127,7.66106883017285,7.60896845797734,8.65518865717827,7.99553083468123,7.75704587746893,7.58754936108222
"ACZ81_RS00295",8.55739758236802,8.91254675241192,8.71798007900289,8.11052125267205,8.52593529515427,8.65048203879468,8.30112953375498,8.31233291518262,8.48264962480826,8.82875289594861,8.69275028855664,8.14805092146874,7.28469011224708,7.9428391292133,7.98232241601912,7.87947285751143,7.95581036106158,8.12844230243663,7.69413682689644,8.02636474599077,7.93722665501254,7.79819948756536,7.71395541138805,7.72029596884235
"ACZ81_RS00300",9.2270988344444,9.88201958866818,9.35144406512812,9.35555201127287,9.68790253515304,9.6080348954187,9.34900996220841,9.58767518557151,9.57506155650039,9.4009836877538,9.60466414400485,9.09927105457142,8.58179767764728,9.0963634732162,8.88022473841755,8.94253059241184,8.9861460952888,9.36540601999637,8.67925792739866,9.40283423441189,9.3307498914401,9.09177522908688,8.89281384532745,9.16966635070077
"ACZ81_RS00305",8.79713456283592,9.33939894784495,8.28229307000937,9.09053083731688,8.98940004235582,9.36971615040645,9.17865309621451,9.26959816157516,9.07102657175467,9.21089134590694,9.43153308829812,8.64158632512508,8.39448915551101,9.06513972496013,9.33213442927752,8.76419823123887,9.32018465873734,9.09013788368983,9.02593224315913,9.21776194813143,9.32652964402188,8.67989169764131,8.79881296245282,8.85023154334103
"ACZ81_RS00310",11.3054880107977,11.4970995709339,11.4485933887191,11.0461764654251,11.7649953886056,11.6373866575007,11.4530265775532,11.6975400279448,12.0523880514188,11.4672220709557,11.9477760495061,11.677469662897,12.804777082851,12.0755658940423,12.1266370960143,12.2059626353446,11.7066096144622,11.6607175296756,11.9985691820021,11.9162025470084,11.8650248120725,12.3972833288048,12.1091352087312,12.6555246471026
"ACZ81_RS00315",10.8864236969112,11.0701209954946,10.6463495754736,11.3494176299025,11.4410426540139,11.5583649847878,11.3486563916717,10.9930699267723,11.8057807831187,11.0412607561082,11.6633730607687,11.6569477694141,12.6132935379576,11.7918451426929,11.6657863538921,12.0009214041958,10.6522274633236,11.4610479804958,11.7557123559739,11.7194892990537,11.3115088981212,12.0241041759902,11.8423795981569,12.4957565644895
"ACZ81_RS00320",9.42865283699362,8.85870920257449,8.93879947419095,9.09053083731688,9.29195970042506,9.56835243889441,9.76063832707953,9.41808377488012,9.81715825480492,9.33361560141259,9.83269854997969,9.75593406988377,10.2060574149947,9.88327202658968,9.66149688946479,9.5820487418387,9.47717299478802,9.59822855860202,9.69815741923602,9.78040404799343,10.5719821530824,9.74206126765072,9.5219475787986,9.93665080655832
"ACZ81_RS00325",7.60598290660714,7.37640133279266,7.1316292533398,7.9234565501628,8.07204639623893,8.00581639633263,7.8663172006141,8.41245678738185,8.42395571534059,7.53957183737502,7.5682544899844,7.87527850388802,8.63406613978589,8.03677724161371,7.89741241823763,8.71649385212027,7.79231935804802,7.8667336810273,8.02166624120712,7.65393789570723,7.64327094003187,8.25820377636408,8.27168491316495,8.59779718664097
"ACZ81_RS00330",10.1240255040077,9.43372700219557,9.41971130650674,8.35894121173086,8.89400994597428,8.48978986699684,9.48768301920604,9.96781368589362,9.02180495204247,9.31318746153038,8.50567928559578,8.32042705800319,8.76483866618447,9.34294016893966,9.24705234091666,7.96737081134098,8.9108136397717,8.62367448384713,8.5678027461961,8.49003064688341,9.58860740652076,8.60635907733031,8.93627479364445,8.3115110665994
"ACZ81_RS00335",8.61019627327488,7.74297469780126,8.18098840977031,7.52900982646279,8.01448359481946,8.16423206277685,8.10902656063783,7.84855834156894,7.55443251310381,8.61837882222093,8.55477140615087,8.46390495957232,7.7315455075429,7.51234869565591,7.82772672660896,7.79005865283363,7.9961512156426,7.51709518504961,7.93444613799639,7.94189340177644,7.89221493923376,7.54602959100705,7.84525621819292,7.84182803334913
"ACZ81_RS00340",8.16767120371018,8.12525538364415,7.66984856717734,8.29021394503708,8.00913474335905,8.1334676089041,8.15734760485286,7.56973319352726,7.22972366353384,7.60833573898633,8.09208008151209,8.613452143589,7.13766305870588,7.01561884510116,8.21840710752171,8.05370812663551,7.5183013456798,7.55395574224471,7.45459715005434,7.68026019056625,8.33205972149609,8.14328461187787,8.24600095457936,8.27137040492227
"ACZ81_RS00345",7.03145986466234,7.03102457667308,7.35303464771061,7.77031994756769,6.3616197534155,6.44789195594342,7.5742394556859,7.73637984767554,6.31108839977662,6.19326937856849,6.203216301707,7.57787333142283,6.38508750580591,8.11423067115288,7.92627551054842,7.04982213568163,8.43805345943533,6.81957103802164,7.31267228345538,7.16264473319192,9.53475090998893,7.89407202993714,8.00184757627432,7.45929740468793
"ACZ81_RS00350",8.21617709019474,8.25766526186912,8.34919434723107,8.9639094638443,9.04792234162708,8.36484112525196,8.59699794527786,8.94073331392876,8.94211350024858,8.55017430957895,8.33630760124502,8.50532524969998,9.65589965343694,8.98693155595593,8.79937385173938,8.97974218079676,9.25891308241565,8.90590501705439,9.17085491448903,8.86343418663373,9.45580502482795,9.05632256445086,9.08849787581092,8.96475340187409
"ACZ81_RS00355",11.6748115507988,11.5380864734809,10.7542688449621,11.6445713159329,11.7377859018671,11.7252490523518,11.4942019441741,11.5119082137533,11.6276987106161,11.6958490095914,11.6213733656507,11.8848368349624,11.63114599504,11.7140644372838,11.7134438977377,11.5647455326339,11.5506963692211,11.49646239654,11.6570809464466,11.88121566066,11.57607031057,11.8395366710127,11.8327111207544,11.8309241899173
