sample_id,cluster_id,Freq,file_name,condition,bottle,replicate,patient_id,Day,Sybr,is_sybr,batch,dilution,flow_rate,is_time_point,day_bin,cells,lumped_cells,count,total,abundance,new_cluster_id,not_beads
A0A-d11-sybr,beads,48,b25-01-22_specimen_2+sybr_Tube_015_123.fcs,A,0,A,A0A,11,-sybr,TRUE,25_1_specimen2,100,0.025699999999999834,NA,"(10,20]",186770.4280155654,beads,48,186770.4280155654,100,beads,FALSE
A0A-d11-sybr,PROhigh,104,b25-01-22_specimen_2+sybr_Tube_015_123.fcs,A,0,A,A0A,11,-sybr,TRUE,25_1_specimen2,100,0.025699999999999834,NA,"(10,20]",404669.2607003917,cells,2016,7844357.976653747,5.158730158730159,rest,TRUE
A0A-d13-sybr,ALT,861,b25-01-22_specimen_2+sybr_Tube_035_141.fcs,A,0,A,A0A,13,-sybr,TRUE,25_1_specimen2,100,0.025699999999999834,NA,"(10,20]",3350194.5525292046,cells,1152,4482490.27237357,74.73958333333333,ALT,TRUE
A0A-d13-sybr,small,78,b25-01-22_specimen_2+sybr_Tube_035_141.fcs,A,0,A,A0A,13,-sybr,TRUE,25_1_specimen2,100,0.025699999999999834,NA,"(10,20]",303501.94552529376,cells,1152,4482490.27237357,6.770833333333332,small,TRUE
A0A-d13-sybr,PROhigh,59,b25-01-22_specimen_2+sybr_Tube_035_141.fcs,A,0,A,A0A,13,-sybr,TRUE,25_1_specimen2,100,0.025699999999999834,NA,"(10,20]",229571.98443579915,cells,1152,4482490.27237357,5.121527777777778,rest,TRUE
A0A-d13-sybr,rest,150,b25-01-22_specimen_2+sybr_Tube_035_141.fcs,A,0,A,A0A,13,-sybr,TRUE,25_1_specimen2,100,0.025699999999999834,NA,"(10,20]",583657.587548642,cells,1152,4482490.27237357,13.020833333333334,rest,TRUE
A0A-d13-sybr,PROlow,4,b25-01-22_specimen_2+sybr_Tube_035_141.fcs,A,0,A,A0A,13,-sybr,TRUE,25_1_specimen2,100,0.025699999999999834,NA,"(10,20]",15564.20233463045,cells,1152,4482490.27237357,0.34722222222222215,rest,TRUE
A0A-d13-sybr,beads,48,b25-01-22_specimen_2+sybr_Tube_035_141.fcs,A,0,A,A0A,13,-sybr,TRUE,25_1_specimen2,100,0.025699999999999834,NA,"(10,20]",186770.4280155654,beads,48,186770.4280155654,100,beads,FALSE
A0A-d14-sybr,ALT,178,b25-01-22_specimen_3+sybr_Tube_005_189.fcs,A,0,A,A0A,14,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",705649.1575817626,cells,242,959365.7086223965,73.55371900826447,ALT,TRUE
A0A-d14-sybr,PROhigh,35,b25-01-22_specimen_3+sybr_Tube_005_189.fcs,A,0,A,A0A,14,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",138751.2388503466,cells,242,959365.7086223965,14.462809917355372,rest,TRUE
A0A-d14-sybr,rest,8,b25-01-22_specimen_3+sybr_Tube_005_189.fcs,A,0,A,A0A,14,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",31714.56888007922,cells,242,959365.7086223965,3.3057851239669422,rest,TRUE
A0A-d14-sybr,PROlow,2,b25-01-22_specimen_3+sybr_Tube_005_189.fcs,A,0,A,A0A,14,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",7928.642220019805,cells,242,959365.7086223965,0.8264462809917356,rest,TRUE
A0A-d14-sybr,beads,46,b25-01-22_specimen_3+sybr_Tube_005_189.fcs,A,0,A,A0A,14,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",182358.7710604555,beads,46,182358.7710604555,100,beads,FALSE
A0A-d14-sybr,small,19,b25-01-22_specimen_3+sybr_Tube_005_189.fcs,A,0,A,A0A,14,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",75322.10109018815,cells,242,959365.7086223965,7.8512396694214885,small,TRUE
A0A-d15-sybr,PROlow,8,b25-01-22_specimen_3+sybr_Tube_025_209.fcs,A,0,A,A0A,15,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",31714.56888007922,cells,565,2239841.427155595,1.4159292035398232,rest,TRUE
A0A-d15-sybr,PROhigh,60,b25-01-22_specimen_3+sybr_Tube_025_209.fcs,A,0,A,A0A,15,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",237859.26660059416,cells,565,2239841.427155595,10.619469026548673,rest,TRUE
A0A-d15-sybr,ALT,405,b25-01-22_specimen_3+sybr_Tube_025_209.fcs,A,0,A,A0A,15,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",1605550.0495540106,cells,565,2239841.427155595,71.68141592920355,ALT,TRUE
A0A-d15-sybr,rest,63,b25-01-22_specimen_3+sybr_Tube_025_209.fcs,A,0,A,A0A,15,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",249752.22993062384,cells,565,2239841.427155595,11.150442477876107,rest,TRUE
A0A-d15-sybr,beads,59,b25-01-22_specimen_3+sybr_Tube_025_209.fcs,A,0,A,A0A,15,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",233894.94549058424,beads,59,233894.94549058424,99.99999999999999,beads,FALSE
A0A-d15-sybr,small,29,b25-01-22_specimen_3+sybr_Tube_025_209.fcs,A,0,A,A0A,15,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",114965.31219028718,cells,565,2239841.427155595,5.132743362831859,small,TRUE
A0A-d17-sybr,PROhigh,24,b25-01-22_specimen_3+sybr_Tube_015_199.fcs,A,0,A,A0A,17,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",95143.70664023767,cells,267,1058473.7363726438,8.98876404494382,rest,TRUE
A0A-d17-sybr,ALT,206,b25-01-22_specimen_3+sybr_Tube_015_199.fcs,A,0,A,A0A,17,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",816650.1486620399,cells,267,1058473.7363726438,77.15355805243446,ALT,TRUE
A0A-d17-sybr,rest,17,b25-01-22_specimen_3+sybr_Tube_015_199.fcs,A,0,A,A0A,17,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",67393.45887016834,cells,267,1058473.7363726438,6.367041198501873,rest,TRUE
A0A-d17-sybr,small,18,b25-01-22_specimen_3+sybr_Tube_015_199.fcs,A,0,A,A0A,17,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",71357.77998017824,cells,267,1058473.7363726438,6.741573033707866,small,TRUE
A0A-d17-sybr,PROlow,2,b25-01-22_specimen_3+sybr_Tube_015_199.fcs,A,0,A,A0A,17,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",7928.642220019805,cells,267,1058473.7363726438,0.7490636704119851,rest,TRUE
A0A-d17-sybr,beads,45,b25-01-22_specimen_3+sybr_Tube_015_199.fcs,A,0,A,A0A,17,-sybr,TRUE,25_1_specimen3,100,0.025225000000000053,NA,"(10,20]",178394.44995044562,beads,45,178394.44995044562,100,beads,FALSE
A0A-d18-sybr,ALT,160,b15-20-22_specimen_1+sybr_Tube_005_043.fcs,A,0,A,A0A,18,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",674394.0990516334,cells,216,910432.0337197051,74.07407407407406,ALT,TRUE
A0A-d18-sybr,rest,11,b15-20-22_specimen_1+sybr_Tube_005_043.fcs,A,0,A,A0A,18,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",46364.594309799795,cells,216,910432.0337197051,5.092592592592593,rest,TRUE
A0A-d18-sybr,PROlow,2,b15-20-22_specimen_1+sybr_Tube_005_043.fcs,A,0,A,A0A,18,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",8429.926238145417,cells,216,910432.0337197051,0.9259259259259259,rest,TRUE
A0A-d18-sybr,PROhigh,29,b15-20-22_specimen_1+sybr_Tube_005_043.fcs,A,0,A,A0A,18,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",122233.93045310855,cells,216,910432.0337197051,13.425925925925926,rest,TRUE
A0A-d18-sybr,beads,96,b15-20-22_specimen_1+sybr_Tube_005_043.fcs,A,0,A,A0A,18,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",404636.45943098003,beads,96,404636.45943098003,100,beads,FALSE
A0A-d18-sybr,small,14,b15-20-22_specimen_1+sybr_Tube_005_043.fcs,A,0,A,A0A,18,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",59009.48366701792,cells,216,910432.0337197051,6.481481481481481,small,TRUE
A0A-d19-sybr,ALT,253,b15-20-22_specimen_1+sybr_Tube_015_052.fcs,A,0,A,A0A,19,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",1066385.6691253954,cells,346,1458377.2391991573,73.121387283237,ALT,TRUE
A0A-d19-sybr,PROhigh,34,b15-20-22_specimen_1+sybr_Tube_015_052.fcs,A,0,A,A0A,19,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",143308.7460484721,cells,346,1458377.2391991573,9.826589595375722,rest,TRUE
A0A-d19-sybr,rest,25,b15-20-22_specimen_1+sybr_Tube_015_052.fcs,A,0,A,A0A,19,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",105374.07797681772,cells,346,1458377.2391991573,7.225433526011559,rest,TRUE
A0A-d19-sybr,PROlow,5,b15-20-22_specimen_1+sybr_Tube_015_052.fcs,A,0,A,A0A,19,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",21074.815595363543,cells,346,1458377.2391991573,1.445086705202312,rest,TRUE
A0A-d19-sybr,beads,62,b15-20-22_specimen_1+sybr_Tube_015_052.fcs,A,0,A,A0A,19,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",261327.71338250794,beads,62,261327.71338250794,100,beads,FALSE
A0A-d19-sybr,small,29,b15-20-22_specimen_1+sybr_Tube_015_052.fcs,A,0,A,A0A,19,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",122233.93045310855,cells,346,1458377.2391991573,8.38150289017341,small,TRUE
A0A-d20-sybr,PROlow,2,b15-20-22_specimen_1+sybr_Tube_025_062.fcs,A,0,A,A0A,20,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",8429.926238145417,cells,163,687038.9884088514,1.2269938650306749,rest,TRUE
A0A-d20-sybr,PROhigh,15,b15-20-22_specimen_1+sybr_Tube_025_062.fcs,A,0,A,A0A,20,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",63224.44678609063,cells,163,687038.9884088514,9.202453987730062,rest,TRUE
A0A-d20-sybr,beads,77,b15-20-22_specimen_1+sybr_Tube_025_062.fcs,A,0,A,A0A,20,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",324552.1601685986,beads,77,324552.1601685986,100,beads,FALSE
A0A-d20-sybr,rest,8,b15-20-22_specimen_1+sybr_Tube_025_062.fcs,A,0,A,A0A,20,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",33719.70495258167,cells,163,687038.9884088514,4.9079754601226995,rest,TRUE
A0A-d20-sybr,small,11,b15-20-22_specimen_1+sybr_Tube_025_062.fcs,A,0,A,A0A,20,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",46364.594309799795,cells,163,687038.9884088514,6.748466257668712,small,TRUE
A0A-d20-sybr,ALT,127,b15-20-22_specimen_1+sybr_Tube_025_062.fcs,A,0,A,A0A,20,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(10,20]",535300.316122234,cells,163,687038.9884088514,77.91411042944786,ALT,TRUE
A0A-d21-sybr,PROlow,2,b15-20-22_specimen_1+sybr_Tube_035_071.fcs,A,0,A,A0A,21,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(20,30]",8429.926238145417,cells,138,581664.9104320338,1.4492753623188406,rest,TRUE
A0A-d21-sybr,small,7,b15-20-22_specimen_1+sybr_Tube_035_071.fcs,A,0,A,A0A,21,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(20,30]",29504.74183350896,cells,138,581664.9104320338,5.0724637681159415,small,TRUE
A0A-d21-sybr,ALT,99,b15-20-22_specimen_1+sybr_Tube_035_071.fcs,A,0,A,A0A,21,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(20,30]",417281.3487881982,cells,138,581664.9104320338,71.73913043478262,ALT,TRUE
A0A-d21-sybr,rest,11,b15-20-22_specimen_1+sybr_Tube_035_071.fcs,A,0,A,A0A,21,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(20,30]",46364.594309799795,cells,138,581664.9104320338,7.971014492753622,rest,TRUE
A0A-d21-sybr,beads,54,b15-20-22_specimen_1+sybr_Tube_035_071.fcs,A,0,A,A0A,21,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(20,30]",227608.00842992627,beads,54,227608.00842992627,100,beads,FALSE
A0A-d21-sybr,PROhigh,19,b15-20-22_specimen_1+sybr_Tube_035_071.fcs,A,0,A,A0A,21,-sybr,TRUE,15_2_specimen1,100,0.023724999999999996,NA,"(20,30]",80084.29926238146,cells,138,581664.9104320338,13.768115942028984,rest,TRUE
A0A-d24-sybr,small,5,b15-20-22_specimen_2+sybr_Tube_005_116.fcs,A,0,A,A0A,24,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(20,30]",18099.547511312212,cells,104,376470.588235294,4.807692307692308,small,TRUE
A0A-d24-sybr,rest,2,b15-20-22_specimen_2+sybr_Tube_005_116.fcs,A,0,A,A0A,24,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(20,30]",7239.819004524884,cells,104,376470.588235294,1.923076923076923,rest,TRUE
A0A-d24-sybr,ALT,76,b15-20-22_specimen_2+sybr_Tube_005_116.fcs,A,0,A,A0A,24,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(20,30]",275113.1221719456,cells,104,376470.588235294,73.07692307692307,ALT,TRUE
A0A-d24-sybr,beads,64,b15-20-22_specimen_2+sybr_Tube_005_116.fcs,A,0,A,A0A,24,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(20,30]",231674.20814479628,beads,64,231674.20814479628,99.99999999999999,beads,FALSE
A0A-d24-sybr,PROlow,2,b15-20-22_specimen_2+sybr_Tube_005_116.fcs,A,0,A,A0A,24,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(20,30]",7239.819004524884,cells,104,376470.588235294,1.923076923076923,rest,TRUE
A0A-d24-sybr,PROhigh,19,b15-20-22_specimen_2+sybr_Tube_005_116.fcs,A,0,A,A0A,24,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(20,30]",68778.2805429864,cells,104,376470.588235294,18.269230769230766,rest,TRUE
A0A-d28-sybr,ALT,61,b15-20-22_specimen_2+sybr_Tube_015_125.fcs,A,0,A,A0A,28,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(20,30]",220814.47963800895,cells,78,282352.9411764705,78.2051282051282,ALT,TRUE
A0A-d28-sybr,rest,2,b15-20-22_specimen_2+sybr_Tube_015_125.fcs,A,0,A,A0A,28,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(20,30]",7239.819004524884,cells,78,282352.9411764705,2.564102564102564,rest,TRUE
A0A-d28-sybr,PROlow,1,b15-20-22_specimen_2+sybr_Tube_015_125.fcs,A,0,A,A0A,28,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(20,30]",3619.909502262442,cells,78,282352.9411764705,1.282051282051282,rest,TRUE
A0A-d28-sybr,PROhigh,7,b15-20-22_specimen_2+sybr_Tube_015_125.fcs,A,0,A,A0A,28,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(20,30]",25339.366515837093,cells,78,282352.9411764705,8.974358974358974,rest,TRUE
A0A-d28-sybr,small,7,b15-20-22_specimen_2+sybr_Tube_015_125.fcs,A,0,A,A0A,28,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(20,30]",25339.366515837093,cells,78,282352.9411764705,8.974358974358974,small,TRUE
A0A-d28-sybr,beads,66,b15-20-22_specimen_2+sybr_Tube_015_125.fcs,A,0,A,A0A,28,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(20,30]",238914.02714932116,beads,66,238914.02714932116,100,beads,FALSE
A0A-d3-sybr,PROlow,15,b25-01-22_specimen_1+sybr_Tube_015_049.fcs,A,0,A,A0A,3,-sybr,TRUE,25_1_specimen1,100,0.03157500000000013,NA,"(0,5]",47505.93824228009,cells,885,2802850.3562945253,1.6949152542372883,rest,TRUE
A0A-d3-sybr,rest,87,b25-01-22_specimen_1+sybr_Tube_015_049.fcs,A,0,A,A0A,3,-sybr,TRUE,25_1_specimen1,100,0.03157500000000013,NA,"(0,5]",275534.4418052245,cells,885,2802850.3562945253,9.830508474576272,rest,TRUE
A0A-d3-sybr,PROhigh,85,b25-01-22_specimen_1+sybr_Tube_015_049.fcs,A,0,A,A0A,3,-sybr,TRUE,25_1_specimen1,100,0.03157500000000013,NA,"(0,5]",269200.31670625386,cells,885,2802850.3562945253,9.6045197740113,rest,TRUE
A0A-d3-sybr,beads,51,b25-01-22_specimen_1+sybr_Tube_015_049.fcs,A,0,A,A0A,3,-sybr,TRUE,25_1_specimen1,100,0.03157500000000013,NA,"(0,5]",161520.1900237523,beads,51,161520.1900237523,100,beads,FALSE
A0A-d3-sybr,ALT,641,b25-01-22_specimen_1+sybr_Tube_015_049.fcs,A,0,A,A0A,3,-sybr,TRUE,25_1_specimen1,100,0.03157500000000013,NA,"(0,5]",2030087.0942201025,cells,885,2802850.3562945253,72.42937853107344,ALT,TRUE
A0A-d3-sybr,small,57,b25-01-22_specimen_1+sybr_Tube_015_049.fcs,A,0,A,A0A,3,-sybr,TRUE,25_1_specimen1,100,0.03157500000000013,NA,"(0,5]",180522.56532066435,cells,885,2802850.3562945253,6.440677966101695,small,TRUE
A0A-d31-sybr,PROhigh,7,b15-20-22_specimen_2+sybr_Tube_025_134.fcs,A,0,A,A0A,31,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(30,40]",25339.366515837093,cells,78,282352.9411764705,8.974358974358974,rest,TRUE
A0A-d31-sybr,beads,42,b15-20-22_specimen_2+sybr_Tube_025_134.fcs,A,0,A,A0A,31,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(30,40]",152036.19909502257,beads,42,152036.19909502257,100,beads,FALSE
A0A-d31-sybr,PROlow,3,b15-20-22_specimen_2+sybr_Tube_025_134.fcs,A,0,A,A0A,31,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(30,40]",10859.728506787325,cells,78,282352.9411764705,3.8461538461538463,rest,TRUE
A0A-d31-sybr,small,4,b15-20-22_specimen_2+sybr_Tube_025_134.fcs,A,0,A,A0A,31,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(30,40]",14479.638009049768,cells,78,282352.9411764705,5.128205128205128,small,TRUE
A0A-d31-sybr,ALT,64,b15-20-22_specimen_2+sybr_Tube_025_134.fcs,A,0,A,A0A,31,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(30,40]",231674.20814479628,cells,78,282352.9411764705,82.05128205128204,ALT,TRUE
A0A-d31-sybr,rest,0,b15-20-22_specimen_2+sybr_Tube_025_134.fcs,A,0,A,A0A,31,-sybr,TRUE,15_2_specimen2,100,0.02762500000000001,NA,"(30,40]",0,cells,78,282352.9411764705,0,rest,TRUE
A0A-d33-sybr,beads,78,b22-20-22_specimen_1+sybr_Tube_005_040.fcs,A,0,A,A0A,33,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",38048.78048780508,beads,78,38048.78048780508,100,beads,FALSE
A0A-d33-sybr,PROlow,10,b22-20-22_specimen_1+sybr_Tube_005_040.fcs,A,0,A,A0A,33,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",4878.048780487831,cells,186,90731.70731707365,5.376344086021506,rest,TRUE
A0A-d33-sybr,small,11,b22-20-22_specimen_1+sybr_Tube_005_040.fcs,A,0,A,A0A,33,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",5365.853658536615,cells,186,90731.70731707365,5.913978494623656,small,TRUE
A0A-d33-sybr,PROhigh,34,b22-20-22_specimen_1+sybr_Tube_005_040.fcs,A,0,A,A0A,33,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",16585.365853658626,cells,186,90731.70731707365,18.27956989247312,rest,TRUE
A0A-d33-sybr,ALT,131,b22-20-22_specimen_1+sybr_Tube_005_040.fcs,A,0,A,A0A,33,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",63902.43902439059,cells,186,90731.70731707365,70.43010752688173,ALT,TRUE
A0A-d33-sybr,rest,0,b22-20-22_specimen_1+sybr_Tube_005_040.fcs,A,0,A,A0A,33,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",0,cells,186,90731.70731707365,0,rest,TRUE
A0A-d35-sybr,PROlow,4,b22-20-22_specimen_1+sybr_Tube_015_049.fcs,A,0,A,A0A,35,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",1951.2195121951324,cells,367,179024.3902439034,1.08991825613079,rest,TRUE
A0A-d35-sybr,small,27,b22-20-22_specimen_1+sybr_Tube_015_049.fcs,A,0,A,A0A,35,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",13170.731707317143,cells,367,179024.3902439034,7.356948228882834,small,TRUE
A0A-d35-sybr,beads,41,b22-20-22_specimen_1+sybr_Tube_015_049.fcs,A,0,A,A0A,35,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",20000.00000000011,beads,41,20000.00000000011,100,beads,FALSE
A0A-d35-sybr,PROhigh,36,b22-20-22_specimen_1+sybr_Tube_015_049.fcs,A,0,A,A0A,35,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",17560.97560975619,cells,367,179024.3902439034,9.809264305177111,rest,TRUE
A0A-d35-sybr,ALT,289,b22-20-22_specimen_1+sybr_Tube_015_049.fcs,A,0,A,A0A,35,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",140975.60975609833,cells,367,179024.3902439034,78.7465940054496,ALT,TRUE
A0A-d35-sybr,rest,11,b22-20-22_specimen_1+sybr_Tube_015_049.fcs,A,0,A,A0A,35,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",5365.853658536615,cells,367,179024.3902439034,2.997275204359673,rest,TRUE
A0A-d39-sybr,PROhigh,45,b22-20-22_specimen_1+sybr_Tube_025_058.fcs,A,0,A,A0A,39,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",21951.21951219524,cells,389,189756.09756097663,11.568123393316194,rest,TRUE
A0A-d39-sybr,PROlow,7,b22-20-22_specimen_1+sybr_Tube_025_058.fcs,A,0,A,A0A,39,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",3414.634146341482,cells,389,189756.09756097663,1.7994858611825193,rest,TRUE
A0A-d39-sybr,beads,43,b22-20-22_specimen_1+sybr_Tube_025_058.fcs,A,0,A,A0A,39,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",20975.609756097674,beads,43,20975.609756097674,99.99999999999999,beads,FALSE
A0A-d39-sybr,ALT,308,b22-20-22_specimen_1+sybr_Tube_025_058.fcs,A,0,A,A0A,39,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",150243.9024390252,cells,389,189756.09756097663,79.17737789203085,ALT,TRUE
A0A-d39-sybr,small,24,b22-20-22_specimen_1+sybr_Tube_025_058.fcs,A,0,A,A0A,39,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",11707.317073170794,cells,389,189756.09756097663,6.169665809768637,small,TRUE
A0A-d39-sybr,rest,5,b22-20-22_specimen_1+sybr_Tube_025_058.fcs,A,0,A,A0A,39,-sybr,TRUE,22_2_specimen1,10,0.02049999999999989,NA,"(30,40]",2439.0243902439156,cells,389,189756.09756097663,1.2853470437017995,rest,TRUE
